gamekey,year,week,away,away_prev_wpct,away_prev_a_wpct,home,home_prev_wpct,home_prev_h_wpct,div_flag,away_record,away_wpct,away_a_wpct,home_record,home_wpct,home_h_wpct,result,matchup_weight,home_season_pt_dif,home_3game_pt_dif,home_5game_pt_dif,home_prev_season_pt_dif,away_season_pt_dif,away_3game_pt_dif,away_5game_pt_dif,away_prev_season_pt_dif,home_season_turnovers,home_3game_turnovers,home_5game_turnovers,home_prev_season_turnovers,away_season_turnovers,away_3game_turnovers,away_5game_turnovers,away_prev_season_turnovers,home_season_turnover_dif,home_3game_turnover_dif,home_5game_turnover_dif,home_prev_season_turnover_dif,away_season_turnover_dif,away_3game_turnover_dif,away_5game_turnover_dif,away_prev_season_turnover_dif,home_season_3down_pct,home_3game_3down_pct,home_5game_3down_pct,away_season_3down_pct,away_3game_3down_pct,away_5game_3down_pct
56541,2015,3,SD,0.563,0.5,MIN,0.43799999999999994,0.625,0,1-1-0,0.5,0.0,1-1-0,0.5,1.0,win,0.0,-3.5,-3.5,-3.5,-1.125,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.25,3.0,3.0,3.0,1.4375,1.0,1.0,1.0,-0.0625,-1.0,-1.0,-1.0,-0.3125,0.305,0.305,0.305,0.455,0.455,0.455
56544,2015,3,PIT,0.688,0.625,STL,0.375,0.375,0,1-1-0,0.5,0.0,1-1-0,0.5,1.0,loss,0.0,-5.5,-5.5,-5.5,-1.875,9.0,9.0,9.0,4.25,1.5,1.5,1.5,1.6875,0.5,0.5,0.5,1.3125,-0.5,-0.5,-0.5,-0.125,0.0,0.0,0.0,0.0,0.35600000000000004,0.35600000000000004,0.35600000000000004,0.5329999999999999,0.5329999999999999,0.5329999999999999
56542,2015,3,JAC,0.188,0.0,NE,0.75,0.875,0,1-1-0,0.5,0.0,2-0-0,1.0,1.0,win,0.0,7.5,7.5,7.5,9.6875,-4.0,-4.0,-4.0,-10.1875,1.0,1.0,1.0,0.8125,1.5,1.5,1.5,1.625,1.0,1.0,1.0,0.75,-1.0,-1.0,-1.0,-0.375,0.46799999999999997,0.46799999999999997,0.46799999999999997,0.303,0.303,0.303
56536,2015,3,CIN,0.6559999999999999,0.625,BAL,0.625,0.75,1,2-0-0,1.0,1.0,0-2-0,0.0,0.0,loss,-0.6000000000000001,-5.0,-5.0,-5.0,6.6875,12.5,12.5,12.5,1.3125,2.0,2.0,2.0,1.25,1.0,1.0,1.0,1.625,-1.0,-1.0,-1.0,0.125,1.5,1.5,1.5,0.0,0.259,0.259,0.259,0.354,0.354,0.354
56538,2015,3,OAK,0.188,0.0,CLE,0.43799999999999994,0.5,0,1-1-0,0.5,0.0,1-1-0,0.5,1.0,loss,1.0,-3.5,-3.5,-3.5,-2.375,-8.0,-8.0,-8.0,-12.4375,2.5,2.5,2.5,1.4375,1.5,1.5,1.5,1.8125,-0.5,-0.5,-0.5,0.375,-0.5,-0.5,-0.5,-0.9375,0.43200000000000005,0.43200000000000005,0.43200000000000005,0.447,0.447,0.447
56545,2015,3,IND,0.688,0.625,TEN,0.125,0.125,1,0-2-0,0.0,0.0,1-1-0,0.5,0.0,loss,-1.0,7.0,7.0,7.0,-11.5,-13.0,-13.0,-13.0,5.5625,2.0,2.0,2.0,1.625,4.0,4.0,4.0,1.9375,-1.0,-1.0,-1.0,-0.625,-3.5,-3.5,-3.5,-0.3125,0.441,0.441,0.441,0.48100000000000004,0.48100000000000004,0.48100000000000004
56546,2015,3,SF,0.5,0.5,ARI,0.688,0.875,1,1-1-0,0.5,0.0,2-0-0,1.0,1.0,win,-0.2,18.5,18.5,18.5,0.6875,-4.0,-4.0,-4.0,-2.125,1.5,1.5,1.5,1.0625,1.0,1.0,1.0,1.4375,0.0,0.0,0.0,0.5,-0.5,-0.5,-0.5,0.375,0.528,0.528,0.528,0.414,0.414,0.414
56548,2015,3,CHI,0.313,0.375,SEA,0.75,0.875,0,0-2-0,0.0,0.0,0-2-0,0.0,0.0,win,0.0,-6.5,-6.5,-6.5,8.75,-16.5,-16.5,-16.5,-7.6875,1.5,1.5,1.5,0.875,1.5,1.5,1.5,1.8125,0.5,0.5,0.5,0.625,-0.5,-0.5,-0.5,-0.3125,0.377,0.377,0.377,0.40700000000000003,0.40700000000000003,0.40700000000000003
56547,2015,3,BUF,0.563,0.5,MIA,0.5,0.5,1,1-1-0,0.5,0.0,1-1-0,0.5,0.0,loss,-0.6000000000000001,2.0,2.0,2.0,0.9375,2.5,2.5,2.5,3.375,0.5,0.5,0.5,1.4375,1.5,1.5,1.5,1.4375,0.5,0.5,0.5,0.125,1.0,1.0,1.0,0.4375,0.375,0.375,0.375,0.34700000000000003,0.34700000000000003,0.34700000000000003
56549,2015,3,DEN,0.75,0.5,DET,0.688,0.875,0,2-0-0,1.0,1.0,0-2-0,0.0,0.0,loss,0.0,-7.5,-7.5,-7.5,2.4375,6.5,6.5,6.5,8.0,2.5,2.5,2.5,1.25,1.0,1.0,1.0,1.25,-0.5,-0.5,-0.5,0.4375,2.5,2.5,2.5,0.3125,0.381,0.381,0.381,0.409,0.409,0.409
56550,2015,3,KC,0.563,0.375,GB,0.75,1.0,0,1-1-0,0.5,1.0,2-0-0,1.0,1.0,win,0.0,9.0,9.0,9.0,8.625,0.0,0.0,0.0,4.5,0.5,0.5,0.5,0.8125,2.5,2.5,2.5,1.0625,1.0,1.0,1.0,0.875,-1.0,-1.0,-1.0,-0.1875,0.48200000000000004,0.48200000000000004,0.48200000000000004,0.11599999999999999,0.11599999999999999,0.11599999999999999
56551,2015,4,BAL,0.625,0.5,PIT,0.688,0.75,1,0-3-0,0.0,0.0,2-1-0,0.667,1.0,loss,-0.33399999999999996,8.0,8.0,8.0,4.25,-4.667,-4.667,-4.667,6.6875,0.667,0.667,0.667,1.3125,1.6669999999999998,1.6669999999999998,1.6669999999999998,1.25,0.0,0.0,0.0,0.0,-0.33299999999999996,-0.33299999999999996,-0.33299999999999996,0.125,0.522,0.522,0.522,0.319,0.319,0.319
56552,2015,4,NYJ,0.25,0.25,MIA,0.5,0.5,1,2-1-0,0.667,1.0,1-2-0,0.33299999999999996,0.0,loss,-0.2,-7.667000000000001,-7.667000000000001,-7.667000000000001,0.9375,9.0,9.0,9.0,-7.375,1.3330000000000002,1.3330000000000002,1.3330000000000002,1.4375,2.0,2.0,2.0,1.5,-0.667,-0.667,-0.667,0.125,1.6669999999999998,1.6669999999999998,1.6669999999999998,-0.6875,0.353,0.353,0.353,0.428,0.428,0.428
56555,2015,4,OAK,0.188,0.0,CHI,0.313,0.25,0,2-1-0,0.667,1.0,0-3-0,0.0,0.0,win,0.0,-19.667,-19.667,-19.667,-7.6875,-3.0,-3.0,-3.0,-12.4375,1.0,1.0,1.0,1.8125,1.3330000000000002,1.3330000000000002,1.3330000000000002,1.8125,-0.33299999999999996,-0.33299999999999996,-0.33299999999999996,-0.3125,0.0,0.0,0.0,-0.9375,0.348,0.348,0.348,0.441,0.441,0.441
56553,2015,4,HOU,0.563,0.5,ATL,0.375,0.375,0,1-2-0,0.33299999999999996,0.0,3-0-0,1.0,1.0,win,0.0,5.667000000000001,5.667000000000001,5.667000000000001,-2.25,-1.3330000000000002,-1.3330000000000002,-1.3330000000000002,4.0625,0.667,0.667,0.667,1.4375,1.3330000000000002,1.3330000000000002,1.3330000000000002,1.375,0.667,0.667,0.667,0.3125,-0.667,-0.667,-0.667,0.75,0.525,0.525,0.525,0.307,0.307,0.307
56556,2015,4,KC,0.563,0.375,CIN,0.6559999999999999,0.688,0,1-2-0,0.33299999999999996,0.5,3-0-0,1.0,1.0,win,0.0,9.667,9.667,9.667,1.3125,-3.333,-3.333,-3.333,4.5,1.3330000000000002,1.3330000000000002,1.3330000000000002,1.625,2.0,2.0,2.0,1.0625,0.667,0.667,0.667,0.0,-1.0,-1.0,-1.0,-0.1875,0.414,0.414,0.414,0.14400000000000002,0.14400000000000002,0.14400000000000002
56557,2015,4,JAC,0.188,0.0,IND,0.688,0.75,1,1-2-0,0.33299999999999996,0.0,1-2-0,0.33299999999999996,0.0,win,0.6000000000000001,-8.0,-8.0,-8.0,5.5625,-14.0,-14.0,-14.0,-10.1875,3.333,3.333,3.333,1.9375,1.3330000000000002,1.3330000000000002,1.3330000000000002,1.625,-2.333,-2.333,-2.333,-0.3125,-1.0,-1.0,-1.0,-0.375,0.442,0.442,0.442,0.369,0.369,0.369
56559,2015,4,PHI,0.625,0.5,WAS,0.25,0.375,1,1-2-0,0.33299999999999996,0.5,1-2-0,0.33299999999999996,0.5,win,-0.2,-1.3330000000000002,-1.3330000000000002,-1.3330000000000002,-8.5625,-1.6669999999999998,-1.6669999999999998,-1.6669999999999998,4.625,2.0,2.0,2.0,1.9375,2.0,2.0,2.0,2.3125,-1.6669999999999998,-1.6669999999999998,-1.6669999999999998,-0.75,0.667,0.667,0.667,-0.5625,0.44299999999999995,0.44299999999999995,0.44299999999999995,0.233,0.233,0.233
56558,2015,4,CAR,0.469,0.43799999999999994,TB,0.125,0.0,1,3-0-0,1.0,1.0,1-2-0,0.33299999999999996,0.0,loss,-1.0,-10.333,-10.333,-10.333,-8.3125,7.667000000000001,7.667000000000001,7.667000000000001,-2.1875,1.6669999999999998,1.6669999999999998,1.6669999999999998,2.0625,0.667,0.667,0.667,1.4375,0.0,0.0,0.0,-0.5,1.3330000000000002,1.3330000000000002,1.3330000000000002,0.1875,0.218,0.218,0.218,0.41100000000000003,0.41100000000000003,0.41100000000000003
56554,2015,4,NYG,0.375,0.375,BUF,0.563,0.625,0,1-2-0,0.33299999999999996,0.0,2-1-0,0.667,0.5,loss,0.0,10.667,10.667,10.667,3.375,2.0,2.0,2.0,-1.25,1.0,1.0,1.0,1.4375,0.33299999999999996,0.33299999999999996,0.33299999999999996,1.75,1.6669999999999998,1.6669999999999998,1.6669999999999998,0.4375,1.6669999999999998,1.6669999999999998,1.6669999999999998,-0.0625,0.41,0.41,0.41,0.45,0.45,0.45
56560,2015,4,CLE,0.43799999999999994,0.375,SD,0.563,0.625,0,1-2-0,0.33299999999999996,0.0,1-2-0,0.33299999999999996,1.0,win,0.0,-5.667000000000001,-5.667000000000001,-5.667000000000001,0.0,-4.667,-4.667,-4.667,-2.375,2.667,2.667,2.667,1.4375,2.333,2.333,2.333,1.4375,-1.0,-1.0,-1.0,-0.3125,-0.667,-0.667,-0.667,0.375,0.46,0.46,0.46,0.455,0.455,0.455
56563,2015,4,GB,0.75,0.5,SF,0.5,0.5,0,3-0-0,1.0,1.0,1-2-0,0.33299999999999996,1.0,loss,1.0,-16.0,-16.0,-16.0,-2.125,9.333,9.333,9.333,8.625,2.0,2.0,2.0,1.4375,0.33299999999999996,0.33299999999999996,0.33299999999999996,0.8125,-1.3330000000000002,-1.3330000000000002,-1.3330000000000002,0.375,1.0,1.0,1.0,0.875,0.387,0.387,0.387,0.44299999999999995,0.44299999999999995,0.44299999999999995
56561,2015,4,STL,0.375,0.375,ARI,0.688,0.875,1,1-2-0,0.33299999999999996,0.0,3-0-0,1.0,1.0,loss,0.6000000000000001,25.666999999999998,25.666999999999998,25.666999999999998,0.6875,-5.667000000000001,-5.667000000000001,-5.667000000000001,-1.875,1.3330000000000002,1.3330000000000002,1.3330000000000002,1.0625,1.3330000000000002,1.3330000000000002,1.3330000000000002,1.6875,1.0,1.0,1.0,0.5,-0.33299999999999996,-0.33299999999999996,-0.33299999999999996,-0.125,0.506,0.506,0.506,0.304,0.304,0.304
56562,2015,4,MIN,0.43799999999999994,0.25,DEN,0.75,1.0,0,2-1-0,0.667,0.0,3-0-0,1.0,1.0,win,0.0,8.333,8.333,8.333,8.0,3.333,3.333,3.333,-1.125,1.3330000000000002,1.3330000000000002,1.3330000000000002,1.25,1.0,1.0,1.0,1.25,2.0,2.0,2.0,0.3125,1.0,1.0,1.0,-0.0625,0.384,0.384,0.384,0.315,0.315,0.315
