gamekey,year,week,away,away_prev_wpct,away_prev_a_wpct,home,home_prev_wpct,home_prev_h_wpct,div_flag,away_record,away_wpct,away_a_wpct,home_record,home_wpct,home_h_wpct,result,matchup_weight,home_season_pt_dif,home_3game_pt_dif,home_5game_pt_dif,home_prev_season_pt_dif,away_season_pt_dif,away_3game_pt_dif,away_5game_pt_dif,away_prev_season_pt_dif,home_season_turnovers,home_3game_turnovers,home_5game_turnovers,home_prev_season_turnovers,away_season_turnovers,away_3game_turnovers,away_5game_turnovers,away_prev_season_turnovers,home_season_turnover_dif,home_3game_turnover_dif,home_5game_turnover_dif,home_prev_season_turnover_dif,away_season_turnover_dif,away_3game_turnover_dif,away_5game_turnover_dif,away_prev_season_turnover_dif,home_season_3down_pct,home_3game_3down_pct,home_5game_3down_pct,away_season_3down_pct,away_3game_3down_pct,away_5game_3down_pct
57234,2017,1,KC,0.75,0.75,NE,0.875,0.75,0,0-0-0,0.0,0.0,0-0-0,0.0,0.0,loss,1.0,0.0,0.0,0.0,11.9375,0.0,0.0,0.0,4.875,0.0,0.0,0.0,0.6875,0.0,0.0,0.0,1.0625,0.0,0.0,0.0,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
57235,2017,1,NYJ,0.313,0.375,BUF,0.43799999999999994,0.5,1,0-0-0,0.0,0.0,0-0-0,0.0,0.0,win,-0.2,0.0,0.0,0.0,1.3125,0.0,0.0,0.0,-8.375,0.0,0.0,0.0,0.75,0.0,0.0,0.0,2.125,0.0,0.0,0.0,0.375,0.0,0.0,0.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0
57236,2017,1,ATL,0.688,0.75,CHI,0.188,0.375,0,0-0-0,0.0,0.0,0-0-0,0.0,0.0,loss,0.0,0.0,0.0,0.0,-7.5,0.0,0.0,0.0,8.375,0.0,0.0,0.0,1.9375,0.0,0.0,0.0,0.6875,0.0,0.0,0.0,-1.25,0.0,0.0,0.0,0.6875,0.0,0.0,0.0,0.0,0.0,0.0
57237,2017,1,BAL,0.5,0.25,CIN,0.406,0.563,1,0-0-0,0.0,0.0,0-0-0,0.0,0.0,loss,0.6000000000000001,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.5,0.0,0.0,0.0,1.0625,0.0,0.0,0.0,1.4375,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.3125,0.0,0.0,0.0,0.0,0.0,0.0
57238,2017,1,PIT,0.688,0.625,CLE,0.063,0.125,1,0-0-0,0.0,0.0,0-0-0,0.0,0.0,loss,-1.0,0.0,0.0,0.0,-11.75,0.0,0.0,0.0,4.5,0.0,0.0,0.0,1.5625,0.0,0.0,0.0,1.125,0.0,0.0,0.0,-0.75,0.0,0.0,0.0,0.3125,0.0,0.0,0.0,0.0,0.0,0.0
57239,2017,1,ARI,0.469,0.375,DET,0.563,0.75,0,0-0-0,0.0,0.0,0-0-0,0.0,0.0,win,-1.0,0.0,0.0,0.0,-0.75,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.9375,0.0,0.0,0.0,1.75,0.0,0.0,0.0,-0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57240,2017,1,JAX,0.188,0.125,HOU,0.563,0.875,1,0-0-0,0.0,0.0,0-0-0,0.0,0.0,loss,0.33399999999999996,0.0,0.0,0.0,-3.0625,0.0,0.0,0.0,-4.625,0.0,0.0,0.0,1.5,0.0,0.0,0.0,1.75,0.0,0.0,0.0,-0.4375,0.0,0.0,0.0,-0.875,0.0,0.0,0.0,0.0,0.0,0.0
57241,2017,1,TB,0.563,0.625,MIA,0.625,0.75,0,0-0-0,0.0,0.0,0-0-0,0.0,0.0,UNK,0.0,0.0,0.0,0.0,-1.0625,0.0,0.0,0.0,-0.9375,0.0,0.0,0.0,1.4375,0.0,0.0,0.0,1.6875,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0
57242,2017,1,OAK,0.75,0.75,TEN,0.563,0.625,0,0-0-0,0.0,0.0,0-0-0,0.0,0.0,loss,-1.0,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,1.9375,0.0,0.0,0.0,1.125,0.0,0.0,0.0,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
57243,2017,1,PHI,0.43799999999999994,0.125,WAS,0.531,0.5,1,0-0-0,0.0,0.0,0-0-0,0.0,0.0,loss,0.6000000000000001,0.0,0.0,0.0,0.8125,0.0,0.0,0.0,2.25,0.0,0.0,0.0,1.3125,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0
