gamekey,year,week,away,away_prev_wpct,away_prev_a_wpct,home,home_prev_wpct,home_prev_h_wpct,div_flag
56573,2015,5,JAC,0.188,0.0,TB,0.125,0.0,0
56568,2015,5,CLE,0.438,0.375,BAL,0.625,0.75,1
56574,2015,5,BUF,0.563,0.5,TEN,0.125,0.125,0
56570,2015,5,STL,0.375,0.375,GB,0.75,1.0,0
56575,2015,5,ARI,0.688,0.5,DET,0.688,0.875,0
56576,2015,5,NE,0.75,0.625,DAL,0.75,0.5,0
56577,2015,5,DEN,0.75,0.5,OAK,0.188,0.375,1
56578,2015,5,SF,0.5,0.5,NYG,0.375,0.375,0
56579,2015,5,PIT,0.688,0.625,SD,0.563,0.625,0
56580,2015,6,ATL,0.375,0.375,NO,0.438,0.375,1
56583,2015,6,CHI,0.313,0.375,DET,0.688,0.875,1
56586,2015,6,WAS,0.25,0.125,NYJ,0.25,0.25,0
56587,2015,6,ARI,0.688,0.5,PIT,0.688,0.75,0
56585,2015,6,KC,0.563,0.375,MIN,0.438,0.625,0
56581,2015,6,CIN,0.656,0.625,BUF,0.563,0.625,0
56582,2015,6,DEN,0.75,0.5,CLE,0.438,0.5,0
56588,2015,6,MIA,0.5,0.5,TEN,0.125,0.125,0
56584,2015,6,HOU,0.563,0.5,JAC,0.188,0.375,1
56589,2015,6,CAR,0.469,0.438,SEA,0.75,0.875,0
56590,2015,6,SD,0.563,0.5,GB,0.75,1.0,0
56591,2015,6,BAL,0.625,0.5,SF,0.5,0.5,0
56592,2015,6,NE,0.75,0.625,IND,0.688,0.75,0
56593,2015,6,NYG,0.375,0.375,PHI,0.625,0.75,1
56594,2015,7,SEA,0.75,0.625,SF,0.5,0.5,1
56595,2015,7,BUF,0.563,0.5,JAC,0.188,0.375,0
56601,2015,7,CLE,0.438,0.375,STL,0.375,0.375,0
56599,2015,7,HOU,0.563,0.5,MIA,0.5,0.5,0
56600,2015,7,NYJ,0.25,0.25,NE,0.75,0.875,1
56598,2015,7,PIT,0.688,0.625,KC,0.563,0.75,0
56603,2015,7,TB,0.125,0.25,WAS,0.25,0.375,0
56596,2015,7,MIN,0.438,0.25,DET,0.688,0.875,1
56597,2015,7,NO,0.438,0.5,IND,0.688,0.75,0
56602,2015,7,ATL,0.375,0.375,TEN,0.125,0.125,0
56604,2015,7,OAK,0.188,0.0,SD,0.563,0.625,1
56605,2015,7,DAL,0.75,1.0,NYG,0.375,0.375,1
56606,2015,7,PHI,0.625,0.5,CAR,0.469,0.5,0
56607,2015,7,BAL,0.625,0.5,ARI,0.688,0.875,0
56608,2015,8,MIA,0.5,0.5,NE,0.75,0.875,1
56609,2015,8,DET,0.688,0.5,KC,0.563,0.75,0
56611,2015,8,SD,0.563,0.5,BAL,0.625,0.75,0
56616,2015,8,CIN,0.656,0.625,PIT,0.688,0.75,1
56614,2015,8,TEN,0.125,0.125,HOU,0.563,0.625,1
56612,2015,8,MIN,0.438,0.25,CHI,0.313,0.25,1
56610,2015,8,TB,0.125,0.25,ATL,0.375,0.375,1
56615,2015,8,NYG,0.375,0.375,NO,0.438,0.375,0
56617,2015,8,SF,0.5,0.5,STL,0.375,0.375,1
56613,2015,8,ARI,0.688,0.5,CLE,0.438,0.5,0
56618,2015,8,NYJ,0.25,0.25,OAK,0.188,0.375,0
56619,2015,8,SEA,0.75,0.625,DAL,0.75,0.5,0
56620,2015,8,GB,0.75,0.5,DEN,0.75,1.0,0
56621,2015,8,IND,0.688,0.625,CAR,0.469,0.5,0
56622,2015,9,CLE,0.438,0.375,CIN,0.656,0.688,1
56625,2015,9,STL,0.375,0.375,MIN,0.438,0.625,0
56624,2015,9,GB,0.75,0.5,CAR,0.469,0.5,0
56626,2015,9,WAS,0.25,0.125,NE,0.75,0.875,0
56627,2015,9,TEN,0.125,0.125,NO,0.438,0.375,0
56623,2015,9,MIA,0.5,0.5,BUF,0.563,0.625,1
56628,2015,9,JAC,0.188,0.0,NYJ,0.25,0.25,0
56629,2015,9,OAK,0.188,0.0,PIT,0.688,0.75,0
56631,2015,9,NYG,0.375,0.375,TB,0.125,0.0,0
56630,2015,9,ATL,0.375,0.375,SF,0.5,0.5,0
56632,2015,9,DEN,0.75,0.5,IND,0.688,0.75,0
56633,2015,9,PHI,0.625,0.5,DAL,0.75,0.5,1
56634,2015,9,CHI,0.313,0.375,SD,0.563,0.625,0
56635,2015,10,BUF,0.563,0.5,NYJ,0.25,0.25,1
56643,2015,10,NO,0.438,0.5,WAS,0.25,0.375,0
56637,2015,10,DET,0.688,0.5,GB,0.75,1.0,1
56641,2015,10,DAL,0.75,1.0,TB,0.125,0.0,0
56642,2015,10,CAR,0.469,0.438,TEN,0.125,0.125,0
56640,2015,10,CHI,0.313,0.375,STL,0.375,0.375,0
56638,2015,10,MIA,0.5,0.5,PHI,0.625,0.75,0
56636,2015,10,JAC,0.188,0.0,BAL,0.625,0.75,0
56639,2015,10,CLE,0.438,0.375,PIT,0.688,0.75,1
56644,2015,10,MIN,0.438,0.25,OAK,0.188,0.375,0
56646,2015,10,NE,0.75,0.625,NYG,0.375,0.375,0
56645,2015,10,KC,0.563,0.375,DEN,0.75,1.0,1
56647,2015,10,ARI,0.688,0.5,SEA,0.75,0.875,1
56648,2015,10,HOU,0.563,0.5,CIN,0.656,0.688,0
56649,2015,11,TEN,0.125,0.125,JAC,0.188,0.375,1
56653,2015,11,DEN,0.75,0.5,CHI,0.313,0.25,0
56654,2015,11,OAK,0.188,0.0,DET,0.688,0.875,0
56650,2015,11,IND,0.688,0.625,ATL,0.375,0.375,0
56655,2015,11,NYJ,0.25,0.25,HOU,0.563,0.625,0
56658,2015,11,TB,0.125,0.25,PHI,0.625,0.75,0
56657,2015,11,GB,0.75,0.5,MIN,0.438,0.625,1
56652,2015,11,WAS,0.25,0.125,CAR,0.469,0.5,0
56656,2015,11,DAL,0.75,1.0,MIA,0.5,0.5,0
56651,2015,11,STL,0.375,0.375,BAL,0.625,0.75,0
56659,2015,11,CIN,0.656,0.625,ARI,0.688,0.875,0
56660,2015,11,SF,0.5,0.5,SEA,0.75,0.875,1
56661,2015,11,KC,0.563,0.375,SD,0.563,0.625,1
56662,2015,11,BUF,0.563,0.5,NE,0.75,0.875,1
56663,2015,12,PHI,0.625,0.5,DET,0.688,0.875,0
56664,2015,12,CAR,0.469,0.438,DAL,0.75,0.5,0
56665,2015,12,CHI,0.313,0.375,GB,0.75,1.0,1
56674,2015,12,NYG,0.375,0.375,WAS,0.25,0.375,1
56666,2015,12,MIN,0.438,0.25,ATL,0.375,0.375,0
56667,2015,12,STL,0.375,0.375,CIN,0.656,0.688,0
56668,2015,12,NO,0.438,0.5,HOU,0.563,0.625,0
56669,2015,12,TB,0.125,0.25,IND,0.688,0.75,0
56672,2015,12,MIA,0.5,0.5,NYJ,0.25,0.25,1
56670,2015,12,SD,0.563,0.5,JAC,0.188,0.375,0
56673,2015,12,OAK,0.188,0.0,TEN,0.125,0.125,0
56671,2015,12,BUF,0.563,0.5,KC,0.563,0.75,0
56675,2015,12,ARI,0.688,0.5,SF,0.5,0.5,1
56676,2015,12,PIT,0.688,0.625,SEA,0.75,0.875,0
56677,2015,12,NE,0.75,0.625,DEN,0.75,1.0,0
56678,2015,12,BAL,0.625,0.5,CLE,0.438,0.5,1
56679,2015,13,GB,0.75,0.5,DET,0.688,0.875,1
56686,2015,13,NYJ,0.25,0.25,NYG,0.375,0.375,0
56680,2015,13,HOU,0.563,0.5,BUF,0.563,0.625,0
56683,2015,13,BAL,0.625,0.5,MIA,0.5,0.5,0
56682,2015,13,CIN,0.656,0.625,CLE,0.438,0.5,1
56689,2015,13,JAC,0.188,0.0,TEN,0.125,0.125,1
56681,2015,13,SF,0.5,0.5,CHI,0.313,0.25,0
56684,2015,13,SEA,0.75,0.625,MIN,0.438,0.625,0
56685,2015,13,CAR,0.469,0.438,NO,0.438,0.375,1
56688,2015,13,ATL,0.375,0.375,TB,0.125,0.0,1
56687,2015,13,ARI,0.688,0.5,STL,0.375,0.375,1
56690,2015,13,KC,0.563,0.375,OAK,0.188,0.375,1
56691,2015,13,DEN,0.75,0.5,SD,0.563,0.625,1
56692,2015,13,PHI,0.625,0.5,NE,0.75,0.875,0
56693,2015,13,IND,0.688,0.625,PIT,0.688,0.75,0
56694,2015,13,DAL,0.75,1.0,WAS,0.25,0.375,1
56695,2015,14,MIN,0.438,0.25,ARI,0.688,0.875,0
56704,2015,14,BUF,0.563,0.5,PHI,0.625,0.75,0
56703,2015,14,TEN,0.125,0.125,NYJ,0.25,0.25,0
56698,2015,14,PIT,0.688,0.625,CIN,0.656,0.688,1
56700,2015,14,NE,0.75,0.625,HOU,0.563,0.625,0
56701,2015,14,IND,0.688,0.625,JAC,0.188,0.375,1
56702,2015,14,SD,0.563,0.5,KC,0.563,0.75,1
56697,2015,14,WAS,0.25,0.125,CHI,0.313,0.25,0
56696,2015,14,ATL,0.375,0.375,CAR,0.469,0.5,1
56706,2015,14,NO,0.438,0.5,TB,0.125,0.0,1
56705,2015,14,DET,0.688,0.5,STL,0.375,0.375,0
56699,2015,14,SF,0.5,0.5,CLE,0.438,0.5,0
56707,2015,14,OAK,0.188,0.0,DEN,0.75,1.0,1
56708,2015,14,DAL,0.75,1.0,GB,0.75,1.0,0
56709,2015,14,SEA,0.75,0.625,BAL,0.625,0.75,0
56710,2015,14,NYG,0.375,0.375,MIA,0.5,0.5,0
56711,2015,15,TB,0.125,0.25,STL,0.375,0.375,0
56712,2015,15,NYJ,0.25,0.25,DAL,0.75,0.5,0
56718,2015,15,CAR,0.469,0.438,NYG,0.375,0.375,0
56719,2015,15,ARI,0.688,0.5,PHI,0.625,0.75,0
56716,2015,15,CHI,0.313,0.375,MIN,0.438,0.625,1
56715,2015,15,ATL,0.375,0.375,JAC,0.188,0.375,0
56714,2015,15,HOU,0.563,0.5,IND,0.688,0.75,1
56717,2015,15,TEN,0.125,0.125,NE,0.75,0.875,0
56713,2015,15,KC,0.563,0.375,BAL,0.625,0.75,0
56720,2015,15,BUF,0.563,0.5,WAS,0.25,0.375,0
56722,2015,15,CLE,0.438,0.375,SEA,0.75,0.875,0
56721,2015,15,GB,0.75,0.5,OAK,0.188,0.375,0
56723,2015,15,DEN,0.75,0.5,PIT,0.688,0.75,0
56724,2015,15,MIA,0.5,0.5,SD,0.563,0.625,0
56725,2015,15,CIN,0.656,0.625,SF,0.5,0.5,0
56726,2015,15,DET,0.688,0.5,NO,0.438,0.375,0
56727,2015,16,SD,0.563,0.5,OAK,0.188,0.375,1
56728,2015,16,WAS,0.25,0.125,PHI,0.625,0.75,1
56735,2015,16,JAC,0.188,0.0,NO,0.438,0.375,0
56733,2015,16,IND,0.688,0.625,MIA,0.5,0.5,0
56736,2015,16,NE,0.75,0.625,NYJ,0.25,0.25,1
56738,2015,16,HOU,0.563,0.5,TEN,0.125,0.125,1
56732,2015,16,CLE,0.438,0.375,KC,0.563,0.75,0
56731,2015,16,SF,0.5,0.5,DET,0.688,0.875,0
56734,2015,16,NYG,0.375,0.375,MIN,0.438,0.625,0
56729,2015,16,CAR,0.469,0.438,ATL,0.375,0.375,1
56737,2015,16,CHI,0.313,0.375,TB,0.125,0.0,0
56730,2015,16,DAL,0.75,1.0,BUF,0.563,0.625,0
56739,2015,16,GB,0.75,0.5,ARI,0.688,0.875,0
56740,2015,16,STL,0.375,0.375,SEA,0.75,0.875,1
56741,2015,16,PIT,0.688,0.625,BAL,0.625,0.75,1
56742,2015,16,CIN,0.656,0.625,DEN,0.75,1.0,0
56744,2015,17,NYJ,0.25,0.25,BUF,0.563,0.625,1
56754,2015,17,NE,0.75,0.625,MIA,0.5,0.5,1
56747,2015,17,BAL,0.625,0.5,CIN,0.656,0.688,1
56748,2015,17,PIT,0.688,0.625,CLE,0.438,0.5,1
56751,2015,17,JAC,0.188,0.0,HOU,0.563,0.625,1
56752,2015,17,TEN,0.125,0.125,IND,0.688,0.75,1
56753,2015,17,OAK,0.188,0.0,KC,0.563,0.75,1
56749,2015,17,WAS,0.25,0.125,DAL,0.75,0.5,1
56755,2015,17,PHI,0.625,0.5,NYG,0.375,0.375,1
56746,2015,17,DET,0.688,0.5,CHI,0.313,0.25,1
56750,2015,17,MIN,0.438,0.25,GB,0.75,1.0,1
56743,2015,17,NO,0.438,0.5,ATL,0.375,0.375,1
56745,2015,17,TB,0.125,0.25,CAR,0.469,0.5,1
56757,2015,17,SD,0.563,0.5,DEN,0.75,1.0,1
56756,2015,17,SEA,0.75,0.625,ARI,0.688,0.875,1
56758,2015,17,STL,0.375,0.375,SF,0.5,0.5,1
