gamekey,year,week,away,away_prev_wpct,away_prev_a_wpct,home,home_prev_wpct,home_prev_h_wpct,div_flag,away_record,away_wpct,away_a_wpct,home_record,home_wpct,home_h_wpct,result,matchup_weight
56360,2014,13,DEN,0.813,0.75,KC,0.688,0.625,1,8-3-0,0.727,0.4,7-4-0,0.636,0.8,loss,-1.0
56361,2014,13,MIA,0.5,0.5,NYJ,0.5,0.75,1,6-5-0,0.545,0.5,2-9-0,0.182,0.33299999999999996,loss,0.2
56362,2014,14,DAL,0.5,0.375,CHI,0.5,0.625,0,8-4-0,0.667,1.0,5-7-0,0.41700000000000004,0.4,loss,1.0
56363,2014,14,PIT,0.5,0.375,CIN,0.688,1.0,1,7-5-0,0.583,0.5,8-3-1,0.708,0.75,loss,-0.2
56364,2014,14,IND,0.688,0.625,CLE,0.25,0.375,0,8-4-0,0.667,0.6,7-5-0,0.583,0.667,loss,-1.0
56365,2014,14,TB,0.25,0.125,DET,0.43799999999999994,0.5,0,2-10-0,0.16699999999999998,0.33299999999999996,8-4-0,0.667,0.833,win,-1.0
56366,2014,14,HOU,0.125,0.125,JAC,0.25,0.125,1,6-6-0,0.5,0.5,2-10-0,0.16699999999999998,0.33299999999999996,loss,-0.2
56367,2014,14,BAL,0.5,0.25,MIA,0.5,0.5,0,7-5-0,0.583,0.5,7-5-0,0.583,0.6,loss,-1.0
56368,2014,14,NYJ,0.5,0.25,MIN,0.344,0.625,0,2-10-0,0.16699999999999998,0.0,5-7-0,0.41700000000000004,0.5,win,0.0
56369,2014,14,CAR,0.75,0.625,NO,0.688,1.0,1,3-8-1,0.292,0.25,5-7-0,0.41700000000000004,0.5,loss,-0.2
56370,2014,14,NYG,0.43799999999999994,0.375,TEN,0.43799999999999994,0.375,0,3-9-0,0.25,0.16699999999999998,2-10-0,0.16699999999999998,0.2,loss,0.0
56371,2014,14,STL,0.43799999999999994,0.25,WAS,0.188,0.25,0,5-7-0,0.41700000000000004,0.33299999999999996,3-9-0,0.25,0.4,loss,-1.0
56372,2014,14,KC,0.688,0.75,ARI,0.625,0.75,0,7-5-0,0.583,0.5,9-3-0,0.75,1.0,win,0.0
56373,2014,14,BUF,0.375,0.25,DEN,0.813,0.875,0,7-5-0,0.583,0.6,9-3-0,0.75,1.0,win,0.0
56374,2014,14,SF,0.75,0.75,OAK,0.25,0.375,0,7-5-0,0.583,0.667,1-11-0,0.083,0.16699999999999998,win,0.0
56375,2014,14,SEA,0.813,0.75,PHI,0.625,0.5,0,8-4-0,0.667,0.5,9-3-0,0.75,1.0,loss,0.0
56376,2014,14,NE,0.75,0.5,SD,0.563,0.625,0,9-3-0,0.75,0.5,8-4-0,0.667,0.833,loss,0.0
56377,2014,14,ATL,0.25,0.125,GB,0.531,0.563,0,5-7-0,0.41700000000000004,0.33299999999999996,9-3-0,0.75,1.0,win,1.0
56378,2014,15,ARI,0.625,0.5,STL,0.43799999999999994,0.625,1,10-3-0,0.769,0.5,6-7-0,0.462,0.5,loss,0.2
56379,2014,15,PIT,0.5,0.375,ATL,0.25,0.375,0,8-5-0,0.615,0.5710000000000001,5-8-0,0.385,0.5,loss,0.0
56380,2014,15,JAC,0.25,0.375,BAL,0.5,0.75,0,2-11-0,0.154,0.0,8-5-0,0.615,0.667,win,0.0
56381,2014,15,GB,0.531,0.5,BUF,0.375,0.5,0,10-3-0,0.769,0.5,7-6-0,0.5379999999999999,0.5710000000000001,win,0.0
56382,2014,15,TB,0.25,0.125,CAR,0.75,0.875,1,2-11-0,0.154,0.28600000000000003,4-8-1,0.34600000000000003,0.33299999999999996,win,0.2
56383,2014,15,CIN,0.688,0.375,CLE,0.25,0.375,1,8-4-1,0.654,0.667,7-6-0,0.5379999999999999,0.5710000000000001,loss,0.2
56384,2014,15,MIN,0.344,0.063,DET,0.43799999999999994,0.5,1,6-7-0,0.462,0.33299999999999996,9-4-0,0.6920000000000001,0.857,win,-0.2
56385,2014,15,HOU,0.125,0.125,IND,0.688,0.75,1,7-6-0,0.5379999999999999,0.5710000000000001,9-4-0,0.6920000000000001,0.7140000000000001,win,0.6000000000000001
56386,2014,15,OAK,0.25,0.125,KC,0.688,0.625,1,2-11-0,0.154,0.0,7-6-0,0.5379999999999999,0.667,win,-0.2
56387,2014,15,MIA,0.5,0.5,NE,0.75,1.0,1,7-6-0,0.5379999999999999,0.5710000000000001,10-3-0,0.769,1.0,win,0.2
56388,2014,15,WAS,0.188,0.125,NYG,0.43799999999999994,0.5,1,3-10-0,0.231,0.14300000000000002,4-9-0,0.308,0.33299999999999996,win,0.6000000000000001
56389,2014,15,DEN,0.813,0.75,SD,0.563,0.625,1,10-3-0,0.769,0.5,8-5-0,0.615,0.7140000000000001,loss,-0.6659999999999999
56390,2014,15,NYJ,0.5,0.25,TEN,0.43799999999999994,0.375,0,2-11-0,0.154,0.0,2-11-0,0.154,0.16699999999999998,loss,1.0
56391,2014,15,SF,0.75,0.75,SEA,0.813,0.875,1,7-6-0,0.5379999999999999,0.5710000000000001,9-4-0,0.6920000000000001,0.833,win,0.33399999999999996
56392,2014,15,DAL,0.5,0.375,PHI,0.625,0.5,1,9-4-0,0.6920000000000001,1.0,9-4-0,0.6920000000000001,0.857,loss,-0.2
56393,2014,15,NO,0.688,0.375,CHI,0.5,0.625,0,5-8-0,0.385,0.33299999999999996,5-8-0,0.385,0.33299999999999996,loss,-1.0
56394,2014,16,TEN,0.43799999999999994,0.5,JAC,0.25,0.125,1,2-12-0,0.14300000000000002,0.14300000000000002,2-12-0,0.14300000000000002,0.28600000000000003,win,-0.2
56396,2014,16,PHI,0.625,0.75,WAS,0.188,0.25,1,9-5-0,0.643,0.5,3-11-0,0.214,0.33299999999999996,win,-0.2
56395,2014,16,SD,0.563,0.5,SF,0.75,0.75,0,8-6-0,0.5710000000000001,0.5,7-7-0,0.5,0.5,loss,0.0
56397,2014,16,CLE,0.25,0.125,CAR,0.75,0.875,0,7-7-0,0.5,0.5,5-8-1,0.39299999999999996,0.429,win,0.0
56398,2014,16,DET,0.43799999999999994,0.375,CHI,0.5,0.625,1,10-4-0,0.7140000000000001,0.5,5-9-0,0.35700000000000004,0.28600000000000003,loss,-0.2
56399,2014,16,BAL,0.5,0.25,HOU,0.125,0.125,0,9-5-0,0.643,0.5710000000000001,7-7-0,0.5,0.5,win,0.0
56400,2014,16,MIN,0.344,0.063,MIA,0.5,0.5,0,6-8-0,0.429,0.28600000000000003,7-7-0,0.5,0.5,win,0.0
56401,2014,16,ATL,0.25,0.125,NO,0.688,1.0,1,5-9-0,0.35700000000000004,0.28600000000000003,6-8-0,0.429,0.429,loss,0.2
56402,2014,16,NE,0.75,0.5,NYJ,0.5,0.75,1,11-3-0,0.7859999999999999,0.5710000000000001,3-11-0,0.214,0.28600000000000003,loss,-0.6000000000000001
56403,2014,16,KC,0.688,0.75,PIT,0.5,0.625,0,8-6-0,0.5710000000000001,0.429,9-5-0,0.643,0.667,win,1.0
56404,2014,16,GB,0.531,0.5,TB,0.25,0.375,0,10-4-0,0.7140000000000001,0.429,2-12-0,0.14300000000000002,0.0,loss,0.0
56405,2014,16,NYG,0.43799999999999994,0.375,STL,0.43799999999999994,0.625,0,5-9-0,0.35700000000000004,0.28600000000000003,6-8-0,0.429,0.429,loss,0.0
56406,2014,16,IND,0.688,0.625,DAL,0.5,0.625,0,10-4-0,0.7140000000000001,0.667,10-4-0,0.7140000000000001,0.429,win,0.0
56407,2014,16,BUF,0.375,0.25,OAK,0.25,0.375,0,8-6-0,0.5710000000000001,0.5,2-12-0,0.14300000000000002,0.28600000000000003,win,0.0
56408,2014,16,SEA,0.813,0.75,ARI,0.625,0.75,1,10-4-0,0.7140000000000001,0.5710000000000001,11-3-0,0.7859999999999999,1.0,loss,-0.2
56409,2014,16,DEN,0.813,0.75,CIN,0.688,1.0,0,11-3-0,0.7859999999999999,0.5710000000000001,9-4-1,0.679,0.643,win,-1.0
56410,2014,17,CAR,0.75,0.625,ATL,0.25,0.375,1,6-8-1,0.433,0.35700000000000004,6-9-0,0.4,0.429,loss,-0.2
56411,2014,17,CLE,0.25,0.125,BAL,0.5,0.75,1,7-8-0,0.467,0.429,9-6-0,0.6,0.7140000000000001,win,0.6000000000000001
56412,2014,17,DET,0.43799999999999994,0.375,GB,0.531,0.563,1,11-4-0,0.733,0.5710000000000001,11-4-0,0.733,1.0,win,0.2
56413,2014,17,JAC,0.25,0.375,HOU,0.125,0.125,1,3-12-0,0.2,0.0,8-7-0,0.5329999999999999,0.5710000000000001,win,0.2
56414,2014,17,SD,0.563,0.5,KC,0.688,0.625,1,9-6-0,0.6,0.5710000000000001,8-7-0,0.5329999999999999,0.7140000000000001,win,-0.6000000000000001
56415,2014,17,NYJ,0.5,0.25,MIA,0.5,0.5,1,3-12-0,0.2,0.14300000000000002,8-7-0,0.5329999999999999,0.5710000000000001,loss,0.2
56416,2014,17,CHI,0.5,0.375,MIN,0.344,0.625,1,5-10-0,0.33299999999999996,0.429,6-9-0,0.4,0.5710000000000001,win,-0.2
56417,2014,17,BUF,0.375,0.25,NE,0.75,1.0,1,8-7-0,0.5329999999999999,0.429,12-3-0,0.8,1.0,loss,1.0
56418,2014,17,PHI,0.625,0.75,NYG,0.43799999999999994,0.5,1,9-6-0,0.6,0.429,6-9-0,0.4,0.429,loss,-0.2
56419,2014,17,CIN,0.688,0.375,PIT,0.5,0.625,1,10-4-1,0.7,0.7140000000000001,10-5-0,0.667,0.7140000000000001,win,0.2
56420,2014,17,NO,0.688,0.375,TB,0.25,0.375,1,6-9-0,0.4,0.429,2-13-0,0.133,0.0,loss,-1.0
56421,2014,17,IND,0.688,0.625,TEN,0.43799999999999994,0.375,1,10-5-0,0.667,0.5710000000000001,2-13-0,0.133,0.14300000000000002,loss,-1.0
56422,2014,17,DAL,0.5,0.375,WAS,0.188,0.25,1,11-4-0,0.733,1.0,4-11-0,0.267,0.429,loss,0.2
56423,2014,17,OAK,0.25,0.125,DEN,0.813,0.875,1,3-12-0,0.2,0.0,11-4-0,0.733,1.0,win,1.0
56424,2014,17,ARI,0.625,0.5,SF,0.75,0.75,1,11-4-0,0.733,0.5710000000000001,7-8-0,0.467,0.429,win,0.6000000000000001
56425,2014,17,STL,0.43799999999999994,0.25,SEA,0.813,0.875,1,6-9-0,0.4,0.429,11-4-0,0.733,0.857,win,0.2
