gamekey,year,week,away,away_prev_wpct,away_prev_a_wpct,home,home_prev_wpct,home_prev_h_wpct,div_flag,away_record,away_wpct,away_a_wpct,home_record,home_wpct,home_h_wpct,result,matchup_weight,home_season_pt_dif,home_3game_pt_dif,home_5game_pt_dif,home_prev_season_pt_dif,away_season_pt_dif,away_3game_pt_dif,away_5game_pt_dif,away_prev_season_pt_dif
57234,2017,1,KC,0.75,0.75,NE,0.875,0.75,0,0-0-0,0.0,0.0,0-0-0,0.0,0.0,loss,1.0,0.0,0.0,0.0,11.9375,0.0,0.0,0.0,4.875
57235,2017,1,NYJ,0.313,0.375,BUF,0.43799999999999994,0.5,1,0-0-0,0.0,0.0,0-0-0,0.0,0.0,win,-0.2,0.0,0.0,0.0,1.3125,0.0,0.0,0.0,-8.375
57236,2017,1,ATL,0.688,0.75,CHI,0.188,0.375,0,0-0-0,0.0,0.0,0-0-0,0.0,0.0,loss,0.0,0.0,0.0,0.0,-7.5,0.0,0.0,0.0,8.375
57237,2017,1,BAL,0.5,0.25,CIN,0.406,0.563,1,0-0-0,0.0,0.0,0-0-0,0.0,0.0,loss,0.6000000000000001,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.5
57238,2017,1,PIT,0.688,0.625,CLE,0.063,0.125,1,0-0-0,0.0,0.0,0-0-0,0.0,0.0,loss,-1.0,0.0,0.0,0.0,-11.75,0.0,0.0,0.0,4.5
57239,2017,1,ARI,0.469,0.375,DET,0.563,0.75,0,0-0-0,0.0,0.0,0-0-0,0.0,0.0,win,-1.0,0.0,0.0,0.0,-0.75,0.0,0.0,0.0,3.5
57240,2017,1,JAX,0.188,0.125,HOU,0.563,0.875,1,0-0-0,0.0,0.0,0-0-0,0.0,0.0,loss,0.33399999999999996,0.0,0.0,0.0,-3.0625,0.0,0.0,0.0,-4.625
57241,2017,1,TB,0.563,0.625,MIA,0.625,0.75,0,0-0-0,0.0,0.0,0-0-0,0.0,0.0,UNK,0.0,0.0,0.0,0.0,-1.0625,0.0,0.0,0.0,-0.9375
57242,2017,1,OAK,0.75,0.75,TEN,0.563,0.625,0,0-0-0,0.0,0.0,0-0-0,0.0,0.0,loss,-1.0,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,1.9375
57243,2017,1,PHI,0.43799999999999994,0.125,WAS,0.531,0.5,1,0-0-0,0.0,0.0,0-0-0,0.0,0.0,loss,0.6000000000000001,0.0,0.0,0.0,0.8125,0.0,0.0,0.0,2.25
57244,2017,1,IND,0.5,0.5,LA,0.25,0.125,0,0-0-0,0.0,0.0,0-0-0,0.0,0.0,win,0.0,0.0,0.0,0.0,-10.625,0.0,0.0,0.0,1.1875
57245,2017,1,SEA,0.6559999999999999,0.43799999999999994,GB,0.625,0.75,0,0-0-0,0.0,0.0,0-0-0,0.0,0.0,win,1.0,0.0,0.0,0.0,2.75,0.0,0.0,0.0,3.875
