result,gamekey,year,week,away,away_prev_wpct,away_prev_a_wpct,home,home_prev_wpct,home_prev_h_wpct,div_flag,away_record,away_wpct,away_a_wpct,home_record,home_wpct,home_h_wpct,matchup_weight,home_season_pt_dif,home_3game_pt_dif,home_5game_pt_dif,home_prev_season_pt_dif,away_season_pt_dif,away_3game_pt_dif,away_5game_pt_dif,away_prev_season_pt_dif,home_season_turnovers,home_3game_turnovers,home_5game_turnovers,home_prev_season_turnovers,away_season_turnovers,away_3game_turnovers,away_5game_turnovers,away_prev_season_turnovers,home_season_turnover_dif,home_3game_turnover_dif,home_5game_turnover_dif,home_prev_season_turnover_dif,away_season_turnover_dif,away_3game_turnover_dif,away_5game_turnover_dif,away_prev_season_turnover_dif,home_season_3down_pct,home_3game_3down_pct,home_5game_3down_pct,away_season_3down_pct,away_3game_3down_pct,away_5game_3down_pct
loss,56646,2015,10,NE,0.75,0.625,NYG,0.375,0.375,0,8-0-0,1.0,1.0,5-4-0,0.556,0.75,0.0,2.333,6.0,0.2,-1.25,16.625,17.667,16.8,9.6875,1.0,1.0,1.4,1.75,0.625,0.667,0.6,0.8125,1.3330000000000002,2.0,1.2,-0.0625,0.875,1.0,0.8,0.75,0.385,0.32,0.382,0.469,0.438,0.406
loss,56645,2015,10,KC,0.563,0.375,DEN,0.75,1.0,1,3-5-0,0.375,0.25,7-1-0,0.875,1.0,1.0,6.625,6.332999999999998,5.6,8.0,1.625,13.0,4.6,4.5,1.75,2.0,2.0,1.25,1.0,0.333,0.4,1.0625,0.375,-1.0,-0.6,0.3125,0.375,2.0,1.2,-0.1875,0.344,0.407,0.32,0.332,0.476,0.445
loss,56647,2015,10,ARI,0.688,0.5,SEA,0.75,0.875,1,6-2-0,0.75,0.75,4-4-0,0.5,0.667,0.6000000000000001,3.375,4.667,2.8,8.75,13.75,3.333,6.6,0.6875,1.25,1.0,1.4,0.875,1.75,2.333,2.0,1.0625,-0.125,-0.333,-0.4,0.625,0.375,-1.0,0.0,0.5,0.375,0.363,0.387,0.434,0.5489999999999999,0.391
loss,56648,2015,10,HOU,0.563,0.5,CIN,0.6559999999999999,0.688,0,3-5-0,0.375,0.25,8-0-0,1.0,1.0,1.0,10.875,13.333,11.6,1.3125,-3.875,2.333,-5.4,4.0625,1.0,0.667,0.8,1.625,1.375,0.333,1.4,1.375,0.5,0.667,0.4,0.0,-0.25,2.0,0.0,0.75,0.458,0.474,0.484,0.382,0.389,0.4270000000000001
win,56649,2015,11,TEN,0.125,0.125,JAC,0.188,0.375,1,2-7-0,0.222,0.5,3-6-0,0.333,0.5,-0.2,-7.0,0.0,-3.6,-10.1875,-5.0,-8.333,-11.2,-11.5,1.6669999999999998,2.0,2.2,1.625,2.111,2.0,2.4,1.625,-0.444,0.667,-0.6,-0.375,-0.889,-1.3330000000000002,-1.2,-0.625,0.34700000000000003,0.348,0.326,0.308,0.295,0.239
loss,56653,2015,11,DEN,0.75,0.5,CHI,0.313,0.25,0,7-2-0,0.778,0.8,4-5-0,0.444,0.25,0.0,-3.889,8.0,4.4,-7.6875,4.1110000000000015,0.0,1.8,8.0,1.3330000000000002,1.3330000000000002,1.2,1.8125,2.111,2.667,2.6,1.25,-0.111,0.0,0.2,-0.3125,-0.222,-2.667,-1.4,0.3125,0.399,0.3670000000000001,0.392,0.329,0.405,0.318
win,56654,2015,11,OAK,0.188,0.0,DET,0.688,0.875,0,4-5-0,0.444,0.5,2-7-0,0.222,0.25,0.0,-10.444,-14.0,-12.8,2.4375,-1.556,-1.6669999999999998,-0.6,-12.4375,2.444,1.3330000000000002,2.6,1.25,1.6669999999999998,2.0,1.8,1.8125,-1.222,-1.0,-2.2,0.4375,-0.111,-1.0,-0.4,-0.9375,0.32299999999999995,0.193,0.316,0.441,0.443,0.4370000000000001
loss,56650,2015,11,IND,0.688,0.625,ATL,0.375,0.375,0,4-5-0,0.444,0.5,6-3-0,0.667,0.75,0.0,4.333,-0.333,-1.0,-2.25,-3.0,-2.0,-1.2,5.5625,1.556,2.0,2.4,1.4375,2.111,2.333,1.4,1.9375,0.0,-0.667,-1.2,0.3125,-0.778,-0.333,0.4,-0.3125,0.442,0.397,0.368,0.408,0.388,0.375
win,56655,2015,11,NYJ,0.25,0.25,HOU,0.563,0.625,0,5-4-0,0.556,0.5,4-5-0,0.444,0.5,0.0,-3.0,0.0,0.8,4.0625,3.667,-4.667,-1.4,-7.375,1.3330000000000002,0.667,0.8,1.375,1.778,1.6669999999999998,1.8,1.5,-0.111,1.3330000000000002,1.0,0.75,0.333,-0.333,-0.6,-0.6875,0.376,0.333,0.4,0.415,0.334,0.415
loss,56658,2015,11,TB,0.125,0.25,PHI,0.625,0.75,0,4-5-0,0.444,0.5,4-5-0,0.444,0.5,1.0,3.111,-2.0,7.2,4.625,-5.1110000000000015,-2.333,-0.2,-8.3125,1.778,0.667,1.6,2.3125,1.778,1.6669999999999998,1.2,2.0625,0.444,0.667,0.6,-0.5625,0.0,0.667,0.8,-0.5,0.309,0.336,0.35,0.387,0.429,0.465
loss,56657,2015,11,GB,0.75,0.5,MIN,0.438,0.625,1,6-3-0,0.667,0.5,7-2-0,0.778,1.0,-0.4,4.8889999999999985,7.332999999999998,7.4,-1.125,3.778,-9.667,-1.6,8.625,1.0,0.667,1.0,1.25,0.667,0.667,1.0,0.8125,0.222,0.0,-0.4,-0.0625,0.889,0.667,0.8,0.875,0.341,0.337,0.35,0.36,0.313,0.316
win,56652,2015,11,WAS,0.25,0.125,CAR,0.469,0.5,0,4-5-0,0.444,0.0,9-0-0,1.0,1.0,0.0,8.889,9.333,8.6,-2.1875,-0.444,5.667000000000002,-0.6,-8.5625,1.3330000000000002,1.3330000000000002,1.8,1.4375,1.556,1.0,1.4,1.9375,0.889,1.3330000000000002,0.0,0.1875,0.0,0.667,0.8,-0.75,0.35700000000000004,0.374,0.341,0.447,0.5,0.433
loss,56656,2015,11,DAL,0.75,1.0,MIA,0.5,0.5,0,2-7-0,0.222,0.25,4-5-0,0.444,0.333,0.0,-3.778,-14.667,0.4,0.9375,-5.332999999999998,-3.667,-8.4,7.1875,1.3330000000000002,1.0,1.2,1.4375,1.556,0.667,1.6,1.5625,-0.333,-0.667,0.0,0.125,-0.889,0.333,-1.0,0.4375,0.298,0.32,0.325,0.358,0.365,0.385
win,56651,2015,11,STL,0.375,0.375,BAL,0.625,0.75,0,4-5-0,0.444,0.25,2-7-0,0.222,0.25,0.0,-2.889,-2.333,-3.0,6.6875,-1.889,-2.0,-0.4,-1.875,1.6669999999999998,2.0,1.6,1.25,1.3330000000000002,1.0,1.6,1.6875,-1.111,-1.6669999999999998,-1.4,0.125,0.444,0.0,0.4,-0.125,0.3720000000000001,0.458,0.408,0.242,0.165,0.177
win,56659,2015,11,CIN,0.6559999999999999,0.625,ARI,0.688,0.875,0,8-1-0,0.889,1.0,7-2-0,0.778,0.75,0.0,13.0,9.667,8.4,0.6875,9.222,7.667000000000002,7.8,1.3125,1.889,2.333,2.0,1.0625,1.111,1.3330000000000002,1.2,1.625,0.111,-0.667,0.2,0.5,0.333,0.0,0.0,0.0,0.438,0.5670000000000001,0.449,0.439,0.375,0.421
win,56660,2015,11,SF,0.5,0.5,SEA,0.75,0.875,1,3-6-0,0.333,0.0,4-5-0,0.444,0.5,0.6659999999999999,2.222,3.667,0.8,8.75,-10.778,-12.333,-7.0,-2.125,1.222,1.3330000000000002,1.0,0.875,1.0,0.667,0.4,1.4375,0.111,-0.333,0.4,0.625,-0.111,0.333,0.8,0.375,0.34700000000000003,0.309,0.32,0.344,0.222,0.325
loss,56661,2015,11,KC,0.563,0.375,SD,0.563,0.625,1,4-5-0,0.444,0.4,2-7-0,0.222,0.4,-0.2,-4.333,-4.667,-5.0,0.0,3.222,20.333,10.8,4.5,1.556,1.0,1.2,1.4375,0.889,0.0,0.2,1.0625,-0.556,-0.333,-0.6,-0.3125,0.889,3.333,2.4,-0.1875,0.446,0.525,0.472,0.32299999999999995,0.476,0.407
win,56662,2015,11,BUF,0.563,0.5,NE,0.75,0.875,1,5-4-0,0.556,0.75,9-0-0,1.0,1.0,0.6000000000000001,14.889,15.667,12.2,9.6875,2.667,6.0,1.2,3.375,0.778,1.3330000000000002,1.0,0.8125,1.222,1.3330000000000002,1.2,1.4375,0.667,0.333,0.2,0.75,0.556,0.667,0.2,0.4375,0.472,0.438,0.446,0.368,0.393,0.379
win,56663,2015,12,PHI,0.625,0.5,DET,0.688,0.875,0,4-6-0,0.4,0.4,3-7-0,0.3,0.4,-1.0,-8.9,-9.333,-6.8,2.4375,0.0,-7.667000000000002,-2.8,4.625,2.2,1.3330000000000002,1.4,1.25,2.0,1.6669999999999998,2.0,2.3125,-1.1,-1.3330000000000002,-1.0,0.4375,0.1,-1.0,-0.4,-0.5625,0.334,0.303,0.308,0.325,0.362,0.37
loss,56664,2015,12,CAR,0.469,0.438,DAL,0.75,0.5,0,10-0-0,1.0,1.0,3-7-0,0.3,0.2,0.0,-3.8,0.0,-1.6,7.1875,10.8,17.667,13.4,-2.1875,1.6,1.3330000000000002,1.6,1.5625,1.2,0.333,1.4,1.4375,-0.9,-0.333,-0.8,0.4375,1.3,2.667,1.4,0.1875,0.3720000000000001,0.436,0.428,0.371,0.457,0.369
loss,56665,2015,12,CHI,0.313,0.375,GB,0.75,1.0,1,4-6-0,0.4,0.6,7-3-0,0.7,0.8,0.6000000000000001,5.1,2.333,-1.0,8.625,-3.7,8.333,3.8,-7.6875,0.6,0.667,0.4,0.8125,1.4,2.0,1.4,1.8125,0.9,0.667,0.8,0.875,-0.3,-1.0,0.0,-0.3125,0.362,0.354,0.329,0.392,0.394,0.3720000000000001
win,56674,2015,12,NYG,0.375,0.375,WAS,0.25,0.375,1,5-5-0,0.5,0.4,4-6-0,0.4,0.8,-1.0,-3.2,-4.0,-5.0,-8.5625,2.0,3.333,-0.6,-1.25,1.9,2.333,2.0,1.9375,1.0,1.3330000000000002,1.4,1.75,-0.5,-1.0,-0.4,-0.75,1.3,1.0,1.6,-0.0625,0.425,0.422,0.411,0.393,0.385,0.34700000000000003
loss,56666,2015,12,MIN,0.438,0.25,ATL,0.375,0.375,0,7-3-0,0.7,0.6,6-4-0,0.6,0.6,-1.0,3.6,-2.333,-2.8,-2.25,2.7,0.667,2.8,-1.125,1.8,2.667,2.6,1.4375,1.0,0.667,0.8,1.25,-0.1,-1.0,-1.2,0.3125,0.1,0.0,-0.4,-0.0625,0.448,0.444,0.388,0.345,0.327,0.35600000000000004
win,56667,2015,12,STL,0.375,0.375,CIN,0.6559999999999999,0.688,0,4-6-0,0.4,0.2,8-2-0,0.8,0.8,0.0,8.0,4.667,6.6,1.3125,-2.0,-10.0,1.8,-1.875,1.1,1.0,1.0,1.625,1.6,2.0,1.6,1.6875,0.4,0.0,0.4,0.0,0.2,-0.333,0.2,-0.125,0.433,0.414,0.418,0.241,0.214,0.16699999999999998
win,56668,2015,12,NO,0.438,0.5,HOU,0.563,0.625,0,4-6-0,0.4,0.2,5-5-0,0.5,0.6,0.0,-2.0,8.333,3.6,4.0625,-6.0,-12.0,-4.0,-1.4375,1.3,0.667,0.6,1.375,1.7,2.0,1.4,1.875,0.0,1.6669999999999998,1.6,0.75,-0.4,-1.3330000000000002,0.2,-0.8125,0.378,0.33,0.378,0.479,0.503,0.472
win,56669,2015,12,TB,0.125,0.25,IND,0.688,0.75,0,5-5-0,0.5,0.6,5-5-0,0.5,0.4,0.0,-2.4,1.0,-2.0,5.5625,-1.8,6.0,4.0,-8.3125,2.2,2.333,2.0,1.9375,1.7,2.0,1.4,2.0625,-0.6,0.667,0.2,-0.3125,0.3,0.333,1.0,-0.5,0.417,0.478,0.42,0.411,0.484,0.499
win,56672,2015,12,MIA,0.5,0.5,NYJ,0.25,0.25,1,4-6-0,0.4,0.5,5-5-0,0.5,0.6,0.2,2.6,-2.333,-5.6,-7.375,-4.4,-8.333,-7.2,0.9375,1.8,2.0,1.6,1.5,1.3,0.667,1.0,1.4375,0.2,-0.333,-0.6,-0.6875,-0.2,0.333,-0.2,0.125,0.394,0.259,0.35700000000000004,0.278,0.292,0.234
loss,56670,2015,12,SD,0.563,0.5,JAC,0.188,0.375,0,2-8-0,0.2,0.0,4-6-0,0.4,0.6,-1.0,-5.7,1.0,-1.0,-10.1875,-6.9,-12.0,-10.2,0.0,1.7,2.333,2.2,1.625,1.6,1.0,1.2,1.4375,-0.5,-0.667,-0.4,-0.375,-0.7,-0.333,-0.8,-0.3125,0.343,0.332,0.337,0.4320000000000001,0.461,0.477
loss,56673,2015,12,OAK,0.188,0.0,TEN,0.125,0.125,0,4-6-0,0.4,0.4,2-8-0,0.2,0.0,1.0,-5.1,-5.667000000000002,-6.8,-11.5,-1.9,-8.0,-0.4,-12.4375,2.0,1.3330000000000002,1.8,1.625,1.5,2.0,1.2,1.8125,-0.7,0.0,-0.6,-0.625,-0.1,-1.3330000000000002,-0.2,-0.9375,0.316,0.396,0.276,0.433,0.431,0.422
win,56671,2015,12,BUF,0.563,0.5,KC,0.563,0.75,0,5-5-0,0.5,0.6,5-5-0,0.5,0.5,1.0,5.9,27.0,17.0,4.5,1.7,4.667,-0.4,3.375,0.8,0.0,0.2,1.0625,1.2,0.333,1.2,1.4375,1.0,3.0,2.6,-0.1875,0.5,1.6669999999999998,0.2,0.4375,0.332,0.4270000000000001,0.419,0.35200000000000004,0.376,0.353
loss,56675,2015,12,ARI,0.688,0.5,SF,0.5,0.5,1,8-2-0,0.8,0.8,3-7-0,0.3,0.6,0.2,-11.3,-12.0,-9.6,-2.125,12.0,8.0,4.0,0.6875,0.9,0.667,0.4,1.4375,1.9,3.0,2.4,1.0625,-0.1,-0.333,0.6,0.375,0.0,-1.6669999999999998,-1.2,0.5,0.327,0.253,0.247,0.44,0.58,0.515
win,56676,2015,12,PIT,0.688,0.625,SEA,0.75,0.875,0,6-4-0,0.6,0.5,5-5-0,0.5,0.6,0.0,3.6,3.333,4.6,8.75,4.5,6.0,4.0,4.25,1.1,0.667,0.8,0.875,1.3,2.333,2.0,1.3125,0.1,0.333,0.2,0.625,0.5,0.667,0.4,0.0,0.37,0.371,0.35700000000000004,0.345,0.309,0.275
win,56677,2015,12,NE,0.75,0.625,DEN,0.75,1.0,0,10-0-0,1.0,1.0,8-2-0,0.8,0.75,0.0,3.9,-5.667000000000002,1.0,8.0,14.1,8.333,12.2,9.6875,1.9,2.333,2.2,1.25,0.8,1.6669999999999998,1.0,0.8125,0.0,-1.6669999999999998,-1.2,0.3125,0.6,-0.333,0.4,0.75,0.339,0.381,0.373,0.454,0.45,0.42
loss,56678,2015,12,BAL,0.625,0.5,CLE,0.438,0.5,1,3-7-0,0.3,0.2,2-8-0,0.2,0.25,-0.2,-9.1,-18.667,-15.4,-2.375,-2.3,1.3330000000000002,-1.8,6.6875,2.0,1.6669999999999998,2.4,1.4375,1.7,2.0,2.0,1.25,-0.5,0.333,-0.4,0.375,-0.8,-0.333,-1.0,0.125,0.421,0.419,0.381,0.36,0.413,0.386
loss,56679,2015,13,GB,0.75,0.5,DET,0.688,0.875,1,7-4-0,0.636,0.6,4-7-0,0.364,0.5,0.2,-5.273,12.667,-1.2,2.4375,4.273,3.667,-3.2,8.625,2.0,0.667,0.8,1.25,0.727,0.667,0.8,0.8125,-0.909,-0.333,-0.4,0.4375,0.636,0.333,0.2,0.875,0.349,0.414,0.302,0.353,0.374,0.317
loss,56686,2015,13,NYJ,0.25,0.25,NYG,0.375,0.375,0,6-5-0,0.545,0.4,5-6-0,0.455,0.6,0.0,1.273,2.333,2.2,-1.25,4.0,2.0,-0.6,-7.375,1.182,2.0,1.4,1.75,1.636,2.0,1.4,1.5,0.909,-0.333,0.8,-0.0625,0.364,-1.0,0.0,-0.6875,0.375,0.41,0.326,0.412,0.344,0.361
win,56680,2015,13,HOU,0.563,0.5,BUF,0.563,0.625,0,6-5-0,0.545,0.4,5-6-0,0.455,0.4,-1.0,0.818,-3.333,0.6,3.375,-0.182,9.667,5.0,4.0625,1.273,1.0,1.4,1.4375,1.273,1.0,0.8,1.375,0.273,0.667,0.0,0.4375,0.0,0.667,1.0,0.75,0.35700000000000004,0.31,0.359,0.385,0.395,0.37
win,56683,2015,13,BAL,0.625,0.5,MIA,0.5,0.5,0,4-7-0,0.364,0.333,4-7-0,0.364,0.25,-1.0,-5.636,-9.0,-14.4,0.9375,-1.545,2.333,0.4,6.6875,1.364,1.0,1.2,1.4375,1.727,2.667,2.0,1.25,-0.364,0.0,-0.6,0.125,-0.909,-1.0,-1.0,0.125,0.277,0.233,0.265,0.344,0.334,0.361
loss,56682,2015,13,CIN,0.6559999999999999,0.625,CLE,0.438,0.5,1,9-2-0,0.818,0.8,2-9-0,0.182,0.2,-0.2,-8.818,-16.0,-16.0,-2.375,9.455,5.667000000000002,8.8,1.3125,1.818,1.0,1.8,1.4375,1.091,1.3330000000000002,1.2,1.625,-0.273,0.333,0.0,0.375,0.545,0.667,0.6,0.0,0.407,0.32,0.355,0.421,0.324,0.362
win,56689,2015,13,JAC,0.188,0.0,TEN,0.125,0.125,1,4-7-0,0.364,0.2,2-9-0,0.182,0.0,-0.2,-4.909,-8.667,-6.8,-11.5,-5.727,0.667,0.0,-10.1875,2.0,1.6669999999999998,1.8,1.625,1.636,1.3330000000000002,1.8,1.625,-0.636,-0.333,-0.6,-0.625,-0.545,0.333,0.0,-0.375,0.31,0.35100000000000003,0.304,0.342,0.297,0.337
loss,56681,2015,13,SF,0.5,0.5,CHI,0.313,0.25,0,3-8-0,0.273,0.0,5-6-0,0.455,0.2,1.0,-3.0,8.667,5.2,-7.6875,-10.818,-7.0,-11.8,-2.125,1.273,1.3330000000000002,1.2,1.8125,1.0,1.3330000000000002,0.8,1.4375,-0.091,0.0,0.0,-0.3125,-0.273,-1.3330000000000002,-0.2,0.375,0.389,0.313,0.358,0.298,0.194,0.17
loss,56684,2015,13,SEA,0.75,0.625,MIN,0.438,0.625,0,6-5-0,0.545,0.4,8-3-0,0.727,0.8,-1.0,3.364,3.0,3.0,-1.125,4.091,6.0,7.2,8.75,1.0,0.667,0.8,1.25,1.0,0.333,0.8,0.875,0.273,1.0,0.2,-0.0625,0.455,2.0,0.6,0.625,0.3670000000000001,0.444,0.396,0.385,0.411,0.407
loss,56685,2015,13,CAR,0.469,0.438,NO,0.438,0.375,1,11-0-0,1.0,1.0,4-7-0,0.364,0.6,-0.2,-7.091,-19.0,-9.6,-1.4375,11.545,21.333,15.0,-2.1875,1.636,1.6669999999999998,1.6,1.875,1.091,0.0,0.8,1.4375,-0.364,-1.0,-0.4,-0.8125,1.455,3.333,2.4,0.1875,0.458,0.386,0.422,0.383,0.513,0.424
win,56688,2015,13,ATL,0.375,0.375,TB,0.125,0.0,1,6-5-0,0.545,0.6,5-6-0,0.455,0.4,-0.2,-2.818,6.332999999999998,1.6,-8.3125,2.364,-4.667,-2.8,-2.25,1.636,1.3330000000000002,1.4,2.0625,1.909,2.333,2.6,1.4375,0.182,0.333,0.8,-0.5,-0.273,-0.333,-1.0,0.3125,0.415,0.484,0.475,0.449,0.429,0.429
loss,56687,2015,13,ARI,0.688,0.5,STL,0.375,0.375,1,9-2-0,0.818,0.833,4-7-0,0.364,0.6,-0.2,-4.0,-17.0,-6.6,-1.875,11.455,5.332999999999998,7.6,0.6875,1.727,3.0,2.0,1.6875,1.727,1.6669999999999998,1.8,1.0625,0.0,-1.3330000000000002,-0.8,-0.125,0.182,-0.333,-0.2,0.5,0.256,0.306,0.225,0.445,0.475,0.531
loss,56690,2015,13,KC,0.563,0.375,OAK,0.188,0.375,1,6-5-0,0.545,0.5,5-6-0,0.455,0.4,-0.6000000000000001,-1.455,-6.0,-1.4,-12.4375,6.091,18.0,19.8,4.5,1.545,1.3330000000000002,1.6,1.8125,0.727,0.0,0.0,1.0625,-0.091,-0.667,-0.6,-0.9375,1.091,3.0,2.8,-0.1875,0.442,0.466,0.445,0.344,0.376,0.461
loss,56691,2015,13,DEN,0.75,0.5,SD,0.563,0.625,1,9-2-0,0.818,0.833,3-8-0,0.273,0.333,-0.6659999999999999,-5.727,-9.0,-7.6,0.0,4.091,-2.667,1.6,8.0,1.455,1.0,1.0,1.4375,1.818,2.0,1.8,1.25,-0.545,0.0,-0.4,-0.3125,0.0,-1.0,-1.2,0.3125,0.4320000000000001,0.425,0.463,0.331,0.298,0.379
loss,56692,2015,13,PHI,0.625,0.5,NE,0.75,0.875,0,4-7-0,0.364,0.333,10-1-0,0.909,1.0,0.0,12.273,0.667,9.6,9.6875,-2.818,-20.0,-13.0,4.625,0.818,1.3330000000000002,1.2,0.8125,1.909,2.0,1.4,2.3125,0.545,-0.333,0.2,0.75,0.0,-1.6669999999999998,-0.4,-0.5625,0.4270000000000001,0.313,0.35100000000000003,0.334,0.428,0.381
win,56693,2015,13,IND,0.688,0.625,PIT,0.688,0.75,0,6-5-0,0.545,0.6,6-5-0,0.545,0.667,1.0,3.273,5.0,-0.2,4.25,-1.0,6.332999999999998,2.0,5.5625,1.545,2.667,2.8,1.3125,2.0,1.0,2.0,1.9375,0.091,-0.333,-1.0,0.0,-0.455,1.3330000000000002,0.2,-0.3125,0.355,0.369,0.316,0.419,0.513,0.42
loss,56694,2015,13,DAL,0.75,1.0,WAS,0.25,0.375,1,3-8-0,0.273,0.4,5-6-0,0.455,0.833,-0.2,-2.364,3.667,-1.0,-8.5625,-5.182,-4.333,-4.0,7.1875,1.727,1.6669999999999998,1.6,1.9375,1.727,2.0,1.4,1.5625,-0.182,0.0,0.0,-0.75,-1.091,-1.0,-0.6,0.4375,0.41,0.345,0.398,0.38,0.423,0.411
win,56695,2015,14,MIN,0.438,0.25,ARI,0.688,0.875,0,8-4-0,0.667,0.667,10-2-0,0.833,0.8,0.0,12.5,11.0,10.8,0.6875,0.5,-12.667,-3.8,-1.125,1.5830000000000002,0.667,1.8,1.0625,1.0,1.0,0.8,1.25,0.25,0.667,-0.4,0.5,0.25,0.333,0.4,-0.0625,0.445,0.464,0.535,0.353,0.389,0.353
win,56704,2015,14,BUF,0.563,0.5,PHI,0.625,0.75,0,6-6-0,0.5,0.5,5-7-0,0.417,0.4,0.0,-2.0,-17.333,-9.4,4.625,1.5,-2.0,3.0,3.375,1.917,2.333,1.6,2.3125,1.167,1.0,0.6,1.4375,0.0,-1.3330000000000002,-0.8,-0.5625,0.333,-0.333,0.8,0.4375,0.342,0.442,0.389,0.369,0.3720000000000001,0.409
