result,gamekey,year,week,away,away_prev_wpct,away_prev_a_wpct,home,home_prev_wpct,home_prev_h_wpct,div_flag,away_record,away_wpct,away_a_wpct,home_record,home_wpct,home_h_wpct,matchup_weight,home_season_pt_dif,home_3game_pt_dif,home_5game_pt_dif,home_prev_season_pt_dif,away_season_pt_dif,away_3game_pt_dif,away_5game_pt_dif,away_prev_season_pt_dif,home_season_turnovers,home_3game_turnovers,home_5game_turnovers,home_prev_season_turnovers,away_season_turnovers,away_3game_turnovers,away_5game_turnovers,away_prev_season_turnovers,home_season_turnover_dif,home_3game_turnover_dif,home_5game_turnover_dif,home_prev_season_turnover_dif,away_season_turnover_dif,away_3game_turnover_dif,away_5game_turnover_dif,away_prev_season_turnover_dif,home_season_3down_pct,home_3game_3down_pct,home_5game_3down_pct,away_season_3down_pct,away_3game_3down_pct,away_5game_3down_pct
win,56319,2014,11,MIN,0.344,0.063,CHI,0.5,0.625,1,4-5-0,0.444,0.4,3-6-0,0.333,0.0,-0.2,-9.222,-27.333,-15.0,-2.0625,-3.444,2.667,-7.6,-5.5625,2.0,2.667,2.4,1.4375,1.3330000000000002,0.667,1.6,2.0,-0.556,-2.333,-1.4,0.3125,0.0,1.6669999999999998,0.0,-0.75,0.415,0.344,0.377,0.366,0.415,0.359
loss,56320,2014,11,HOU,0.125,0.125,CLE,0.25,0.375,0,4-5-0,0.444,0.4,6-3-0,0.667,0.8,0.0,4.1110000000000015,12.0,7.8,-6.125,1.0,-1.0,-2.2,-9.5,0.889,1.0,1.4,1.8125,1.556,1.3330000000000002,1.4,1.9375,1.0,2.0,1.2,-0.5,0.778,1.0,1.0,-1.25,0.33,0.321,0.312,0.35700000000000004,0.385,0.318
win,56321,2014,11,PHI,0.625,0.75,GB,0.531,0.563,0,7-2-0,0.778,0.5,6-3-0,0.667,1.0,-1.0,8.0,13.667,15.2,-0.6875,9.0,10.0,12.6,3.75,0.889,1.3330000000000002,1.0,1.5625,2.333,2.333,2.4,1.25,1.111,0.333,1.2,-0.1875,-0.556,0.0,-0.2,0.6875,0.412,0.32299999999999995,0.361,0.419,0.449,0.4370000000000001
win,56322,2014,11,SEA,0.813,0.75,KC,0.688,0.625,0,6-3-0,0.667,0.5,6-3-0,0.667,0.75,0.0,7.332999999999998,15.0,8.6,7.8125,5.444,10.333,4.4,11.625,0.889,0.667,0.6,1.125,1.0,1.6669999999999998,1.2,1.1875,0.0,0.667,0.4,1.125,0.333,0.667,0.6,1.25,0.479,0.449,0.478,0.414,0.445,0.444
loss,56323,2014,11,CIN,0.688,0.375,NO,0.688,1.0,0,5-3-1,0.611,0.333,4-5-0,0.444,0.75,0.0,2.889,12.0,8.2,6.875,-1.556,-2.667,-7.0,7.8125,2.0,2.0,2.2,1.1875,1.556,2.667,2.0,1.875,-0.889,0.0,-0.4,0.0,0.0,-1.3330000000000002,-0.6,0.0625,0.504,0.527,0.459,0.329,0.403,0.382
loss,56324,2014,11,SF,0.75,0.75,NYG,0.438,0.5,0,5-4-0,0.556,0.6,3-6-0,0.333,0.5,1.0,-5.778,-15.667,-12.8,-5.5625,-0.778,-8.333,-1.2,8.375,1.778,1.6669999999999998,1.6,2.75,1.111,1.3330000000000002,1.0,1.125,0.0,-0.333,-0.2,-0.9375,0.667,0.333,0.4,0.75,0.403,0.378,0.376,0.41,0.294,0.337
win,56325,2014,11,DEN,0.813,0.75,STL,0.438,0.625,0,7-2-0,0.778,0.5,3-6-0,0.333,0.25,0.0,-9.778,-13.667,-10.6,-1.0,9.333,5.332999999999998,11.0,12.9375,1.778,2.0,1.4,1.3125,0.889,1.3330000000000002,0.8,1.625,-0.556,-0.667,-0.4,0.5,0.444,0.667,1.0,0.0,0.374,0.235,0.301,0.449,0.452,0.47
loss,56326,2014,11,TB,0.25,0.125,WAS,0.188,0.25,0,1-8-0,0.111,0.25,3-6-0,0.333,0.5,1.0,-3.556,0.667,-3.6,-9.0,-11.667,-7.0,-11.6,-6.3125,1.889,1.3330000000000002,1.6,2.125,2.111,2.333,1.8,1.25,-1.0,0.0,-0.8,-0.5625,-0.778,-1.6669999999999998,-0.6,0.6875,0.328,0.388,0.32299999999999995,0.377,0.374,0.324
win,56327,2014,11,OAK,0.25,0.125,SD,0.563,0.625,1,0-9-0,0.0,0.0,5-4-0,0.556,0.75,0.6000000000000001,2.111,-18.0,-4.0,3.0,-11.778,-13.333,-10.8,-8.1875,1.0,2.333,1.6,1.3125,2.111,3.0,2.0,1.875,0.0,-2.333,-1.0,-0.1875,-1.222,-2.333,-1.4,-0.5,0.461,0.324,0.442,0.35100000000000003,0.309,0.375
win,56328,2014,11,DET,0.438,0.375,ARI,0.625,0.75,0,7-2-0,0.778,0.75,8-1-0,0.889,1.0,1.0,5.8889999999999985,10.667,10.6,3.4375,4.444,2.0,3.4,1.1875,0.778,1.0,0.8,1.9375,1.3330000000000002,1.3330000000000002,1.2,2.125,1.3330000000000002,1.6669999999999998,1.6,-0.0625,0.222,0.333,0.6,-0.75,0.453,0.471,0.485,0.388,0.417,0.284
loss,56329,2014,11,NE,0.75,0.5,IND,0.688,0.75,0,7-2-0,0.778,0.5,6-3-0,0.667,0.75,-1.0,8.777999999999999,8.667,7.6,3.4375,9.222,17.333,18.6,6.625,1.6669999999999998,1.3330000000000002,2.0,0.875,0.667,0.333,0.2,1.25,0.0,-0.333,-0.4,0.8125,1.3330000000000002,1.0,1.8,0.5625,0.433,0.406,0.4370000000000001,0.41,0.491,0.463
loss,56330,2014,11,PIT,0.5,0.375,TEN,0.438,0.375,0,6-4-0,0.6,0.4,2-7-0,0.222,0.25,1.0,-8.777999999999999,-10.0,-5.8,-1.1875,2.2,10.0,3.2,0.5625,1.444,2.0,1.2,1.5625,1.5,2.333,1.8,1.5,-0.222,-1.3330000000000002,-0.2,0.0,-0.2,-1.0,-0.2,-0.25,0.281,0.258,0.32299999999999995,0.436,0.53,0.464
win,56331,2014,12,KC,0.688,0.75,OAK,0.25,0.375,1,7-3-0,0.7,0.6,0-10-0,0.0,0.0,-0.2,-11.3,-12.333,-11.6,-8.1875,7.0,7.332999999999998,10.4,7.8125,2.0,2.333,2.0,1.875,1.0,1.0,0.8,1.125,-1.2,-1.6669999999999998,-1.4,-0.5,-0.2,0.0,0.2,1.125,0.336,0.27,0.292,0.464,0.393,0.436
loss,56332,2014,12,CLE,0.25,0.125,ATL,0.25,0.375,0,6-4-0,0.6,0.5,4-6-0,0.4,0.5,0.0,-1.7,3.667,-5.0,-5.625,2.1,3.333,0.4,-6.125,1.5,0.667,0.8,1.75,1.0,1.6669999999999998,1.6,1.8125,0.3,1.3330000000000002,1.0,-0.4375,0.8,0.667,1.0,-0.5,0.425,0.444,0.382,0.317,0.332,0.279
win,56333,2014,12,NYJ,0.5,0.25,BUF,0.375,0.5,1,2-8-0,0.2,0.0,5-5-0,0.5,0.4,0.2,-0.4,1.0,-2.2,-3.0625,-9.1,-9.0,-8.6,-6.0625,1.4,1.0,2.0,1.6875,1.8,2.0,1.6,1.8125,0.7,2.0,0.2,0.1875,-1.1,-0.667,-0.8,-0.9375,0.3670000000000001,0.363,0.391,0.399,0.412,0.431
win,56334,2014,12,TB,0.25,0.125,CHI,0.5,0.625,0,2-8-0,0.2,0.4,4-6-0,0.4,0.25,0.0,-7.5,-20.333,-12.0,-2.0625,-8.5,1.6669999999999998,-6.4,-6.3125,2.0,2.333,2.0,1.4375,2.0,2.0,1.8,1.25,-0.6,-1.6669999999999998,-1.4,0.3125,-0.5,-0.333,-0.6,0.6875,0.4320000000000001,0.401,0.417,0.369,0.446,0.318
loss,56335,2014,12,CIN,0.688,0.375,HOU,0.125,0.125,0,6-3-1,0.65,0.5,5-5-0,0.5,0.5,1.0,2.5,6.667000000000002,1.6,-9.5,0.3,2.0,-3.6,7.8125,1.5,0.667,1.4,1.9375,1.4,2.0,1.6,1.875,0.8,2.0,0.8,-1.25,0.1,-1.0,-0.2,0.0625,0.36,0.404,0.334,0.365,0.443,0.396
win,56336,2014,12,JAC,0.25,0.375,IND,0.688,0.75,1,1-9-0,0.1,0.0,6-4-0,0.6,0.6,0.6000000000000001,5.7,-7.667000000000002,1.8,3.4375,-12.4,-12.667,-4.4,-12.625,1.6,1.0,1.4,0.875,2.2,2.333,2.4,1.6875,0.1,0.667,0.0,0.8125,-1.1,-1.0,-1.0,-0.375,0.428,0.406,0.421,0.353,0.34,0.373
loss,56337,2014,12,GB,0.531,0.5,MIN,0.344,0.625,1,7-3-0,0.7,0.4,4-6-0,0.4,0.5,-0.5,-3.9,0.333,-2.8,-5.5625,10.5,17.667,15.4,-0.6875,1.3,0.333,1.2,2.0,0.8,1.3330000000000002,0.8,1.5625,0.1,1.3330000000000002,0.6,-0.75,1.4,1.3330000000000002,1.6,-0.1875,0.34700000000000003,0.3720000000000001,0.328,0.428,0.392,0.402
win,56338,2014,12,DET,0.438,0.375,NE,0.75,1.0,0,7-3-0,0.7,0.6,8-2-0,0.8,1.0,0.0,10.5,24.0,17.8,6.625,3.2,-1.0,2.4,1.1875,0.8,1.0,0.6,1.25,1.3,1.0,1.0,2.125,1.1,0.667,1.0,0.5625,0.3,0.667,1.0,-0.75,0.444,0.5870000000000001,0.5379999999999999,0.383,0.3720000000000001,0.332
win,56339,2014,12,TEN,0.438,0.5,PHI,0.625,0.5,0,2-8-0,0.2,0.2,7-3-0,0.7,1.0,0.0,4.8,0.333,4.8,3.75,-8.2,-10.333,-6.2,-1.1875,2.5,2.667,2.6,1.25,1.4,1.6669999999999998,1.4,1.5625,-0.9,-0.667,-1.0,0.6875,-0.2,-1.3330000000000002,-0.4,0.0,0.411,0.41,0.397,0.29100000000000004,0.292,0.284
win,56340,2014,12,STL,0.438,0.25,SD,0.563,0.625,0,4-6-0,0.4,0.4,6-4-0,0.6,0.8,0.0,2.6,-14.667,-8.8,3.0,-7.3,0.333,-4.8,-1.0,0.9,2.0,1.4,1.3125,1.6,1.6669999999999998,1.2,1.3125,0.1,-1.6669999999999998,-1.0,-0.1875,-0.3,0.0,0.0,0.5,0.441,0.313,0.362,0.3720000000000001,0.262,0.301
win,56341,2014,12,ARI,0.625,0.5,SEA,0.813,0.875,1,9-1-0,0.9,0.75,6-4-0,0.6,0.8,0.2,4.5,7.667000000000002,5.0,11.625,6.1,12.0,10.2,3.4375,0.9,1.0,1.0,1.1875,0.9,1.3330000000000002,1.2,1.9375,0.5,1.3330000000000002,0.8,1.25,1.1,0.667,0.6,-0.0625,0.415,0.463,0.451,0.464,0.524,0.517
win,56342,2014,12,MIA,0.5,0.5,DEN,0.813,0.875,0,6-4-0,0.6,0.6,7-3-0,0.7,1.0,0.0,6.9,-4.333,5.2,12.9375,6.9,15.333,14.6,-1.125,1.0,2.0,1.2,1.625,1.6,1.3330000000000002,1.0,1.625,0.2,-0.667,0.2,0.0,0.3,0.333,1.2,-0.125,0.4370000000000001,0.358,0.449,0.413,0.457,0.431
win,56343,2014,12,WAS,0.188,0.125,SF,0.75,0.75,0,3-7-0,0.3,0.2,6-4-0,0.6,0.5,1.0,-0.1,2.0,-1.0,8.375,-5.2,-6.667000000000002,-5.6,-9.0,1.2,1.6669999999999998,1.4,1.125,2.0,1.6669999999999998,2.2,2.125,0.9,1.6669999999999998,0.8,0.75,-1.1,-0.667,-1.2,-0.5625,0.412,0.36,0.348,0.326,0.4,0.334
loss,56344,2014,12,DAL,0.5,0.375,NYG,0.438,0.5,1,7-3-0,0.7,1.0,3-7-0,0.3,0.4,-0.6000000000000001,-5.8,-14.333,-16.0,-5.5625,4.9,0.0,3.4,0.4375,2.1,2.667,2.2,2.75,1.8,1.6669999999999998,1.6,1.25,-0.3,-1.0,-0.6,-0.9375,-0.1,0.0,0.0,0.5,0.403,0.383,0.336,0.499,0.333,0.446
loss,56345,2014,12,BAL,0.5,0.25,NO,0.688,1.0,0,6-4-0,0.6,0.4,4-6-0,0.4,0.6,0.0,0.9,-0.667,3.6,6.875,8.0,-3.0,8.8,-2.0,1.9,2.0,1.8,1.1875,1.4,1.3330000000000002,1.6,1.8125,-0.9,-1.0,-0.2,0.0,0.1,0.333,-0.2,-0.3125,0.515,0.532,0.489,0.391,0.308,0.365
win,56346,2014,13,CHI,0.5,0.375,DET,0.438,0.5,1,5-6-0,0.455,0.5,7-4-0,0.636,0.8,0.2,0.636,-9.667,-5.4,1.1875,-6.091,-8.333,-13.2,-2.0625,1.273,1.0,1.2,2.125,1.909,2.0,2.2,1.4375,0.273,0.667,0.4,-0.75,-0.273,0.0,-1.0,0.3125,0.375,0.292,0.375,0.416,0.363,0.374
loss,56347,2014,13,PHI,0.625,0.75,DAL,0.5,0.625,1,8-3-0,0.727,0.4,8-3-0,0.727,0.5,0.6000000000000001,4.727,2.0,2.6,0.4375,6.091,3.333,3.2,3.75,1.727,1.3330000000000002,1.4,1.25,2.455,2.0,2.6,1.25,-0.091,0.333,0.2,0.5,-0.727,0.667,-0.6,0.6875,0.49,0.327,0.408,0.421,0.397,0.441
loss,56348,2014,13,SEA,0.813,0.75,SF,0.75,0.75,1,7-4-0,0.636,0.4,7-4-0,0.636,0.6,-0.334,0.273,4.333,-3.0,8.375,5.545,11.0,8.6,11.625,1.364,2.0,1.8,1.125,0.818,1.0,1.0,1.1875,0.636,1.0,0.4,0.75,0.545,0.667,1.0,1.25,0.409,0.405,0.339,0.412,0.462,0.428
loss,56349,2014,13,SD,0.563,0.5,BAL,0.5,0.75,0,7-4-0,0.636,0.4,7-4-0,0.636,0.8,1.0,7.909,0.333,4.0,-2.0,2.636,-9.0,-8.8,3.0,1.364,1.0,1.6,1.8125,1.091,2.333,2.0,1.3125,0.091,0.333,-0.2,-0.3125,0.091,-1.0,-1.2,-0.1875,0.418,0.41,0.396,0.4320000000000001,0.29100000000000004,0.315
win,56350,2014,13,CLE,0.25,0.125,BUF,0.375,0.5,0,7-4-0,0.636,0.6,6-5-0,0.545,0.5,0.0,2.818,6.0,7.8,-3.0625,2.091,2.333,4.4,-6.125,1.273,1.0,1.4,1.6875,1.182,2.0,1.6,1.8125,0.727,0.333,1.0,0.1875,0.636,0.333,0.8,-0.5,0.383,0.459,0.392,0.324,0.34600000000000003,0.312
win,56351,2014,13,TEN,0.438,0.5,HOU,0.125,0.125,1,2-9-0,0.182,0.16699999999999998,5-6-0,0.455,0.4,0.6000000000000001,1.455,-1.0,0.8,-9.5,-9.182,-12.0,-10.4,-1.1875,1.455,1.0,1.2,1.9375,1.545,2.0,2.0,1.5625,0.727,1.3330000000000002,0.8,-1.25,-0.273,-1.0,-1.0,0.0,0.353,0.353,0.366,0.28,0.292,0.263
win,56352,2014,13,WAS,0.188,0.125,IND,0.688,0.75,0,3-8-0,0.273,0.16699999999999998,7-4-0,0.636,0.667,0.0,7.0,4.667,4.8,3.4375,-5.091,-9.0,-4.4,-9.0,1.727,1.3330000000000002,1.6,0.875,1.909,1.6669999999999998,1.6,2.125,0.0,0.333,-0.2,0.8125,-0.818,-0.333,0.0,-0.5625,0.4370000000000001,0.416,0.426,0.31,0.308,0.325
win,56353,2014,13,NYG,0.438,0.375,JAC,0.25,0.125,0,3-8-0,0.273,0.2,1-10-0,0.091,0.2,0.0,-13.091,-14.667,-8.0,-12.625,-5.545,-10.0,-11.2,-5.5625,2.182,2.0,2.4,1.6875,2.0,2.667,2.2,2.75,-0.909,0.0,-0.4,-0.375,-0.273,-0.667,-0.8,-0.9375,0.344,0.29,0.316,0.429,0.529,0.445
win,56354,2014,13,CAR,0.75,0.625,MIN,0.344,0.625,0,3-7-1,0.318,0.3,4-7-0,0.364,0.4,-1.0,-3.818,-2.667,-0.6,-5.5625,-7.727,-14.667,-13.8,7.8125,1.273,0.667,0.8,2.0,1.727,3.0,2.4,1.1875,0.0,0.333,1.0,-0.75,-0.182,-2.0,-1.4,0.6875,0.35100000000000003,0.3670000000000001,0.363,0.385,0.387,0.339
loss,56355,2014,13,NO,0.688,0.375,PIT,0.5,0.625,0,4-7-0,0.364,0.2,7-4-0,0.636,0.8,0.0,2.273,5.332999999999998,8.0,0.5625,0.182,-9.0,2.4,6.875,1.455,2.0,1.8,1.5,1.818,1.6669999999999998,1.6,1.1875,-0.182,-1.0,-0.2,-0.25,-0.818,-1.0,-0.2,0.0,0.445,0.504,0.4970000000000001,0.506,0.4920000000000001,0.523
win,56356,2014,13,OAK,0.25,0.125,STL,0.438,0.625,0,1-10-0,0.091,0.0,4-7-0,0.364,0.4,0.0,-6.909,-1.6669999999999998,-5.8,-1.0,-9.909,-9.0,-8.6,-8.1875,1.727,2.0,1.8,1.3125,1.909,1.6669999999999998,2.2,1.875,-0.273,0.0,0.0,0.5,-1.182,-1.0,-1.8,-0.5,0.377,0.294,0.298,0.35100000000000003,0.326,0.325
loss,56357,2014,13,CIN,0.688,0.375,TB,0.25,0.375,0,7-3-1,0.682,0.6,2-9-0,0.182,0.0,0.0,-8.455,0.667,-1.8,-6.3125,1.091,1.6669999999999998,3.6,7.8125,2.182,2.667,2.4,1.25,1.364,1.6669999999999998,1.8,1.875,-0.727,-1.3330000000000002,-1.2,0.6875,0.091,-0.667,-0.6,0.0625,0.373,0.473,0.3670000000000001,0.382,0.473,0.49
win,56358,2014,13,ARI,0.625,0.5,ATL,0.25,0.375,0,9-2-0,0.818,0.6,4-7-0,0.364,0.4,0.0,-1.727,3.333,-2.6,-5.625,4.091,3.0,4.8,3.4375,1.545,1.0,1.0,1.75,0.909,1.3330000000000002,1.2,1.9375,0.364,1.6669999999999998,1.4,-0.4375,0.909,0.0,0.6,-0.0625,0.441,0.478,0.44,0.445,0.407,0.447
win,56359,2014,13,NE,0.75,0.5,GB,0.531,0.563,0,9-2-0,0.818,0.6,8-3-0,0.727,1.0,0.0,9.818,25.667,15.4,-0.6875,11.818,23.0,19.8,6.625,0.727,0.333,0.8,1.5625,0.818,1.3330000000000002,0.8,1.25,1.364,2.333,1.2,-0.1875,1.0,0.0,0.4,0.5625,0.438,0.526,0.417,0.442,0.518,0.53
loss,56360,2014,13,DEN,0.813,0.75,KC,0.688,0.625,1,8-3-0,0.727,0.4,7-4-0,0.636,0.8,-1.0,6.0,1.3330000000000002,9.0,7.8125,6.545,4.0,0.8,12.9375,0.909,1.0,0.8,1.125,1.0,1.6669999999999998,1.4,1.625,-0.091,0.333,0.2,1.125,0.182,-0.333,0.0,0.0,0.435,0.236,0.364,0.46,0.4970000000000001,0.476
loss,56361,2014,13,MIA,0.5,0.5,NYJ,0.5,0.75,1,6-5-0,0.545,0.5,2-9-0,0.182,0.333,0.2,-11.455,-14.0,-12.8,-6.0625,6.0,2.0,11.4,-1.125,1.727,0.333,1.4,1.8125,1.545,1.6669999999999998,1.2,1.625,-1.091,1.0,-0.6,-0.9375,0.273,-1.0,0.6,-0.125,0.381,0.321,0.4,0.421,0.434,0.458
loss,56362,2014,14,DAL,0.5,0.375,CHI,0.5,0.625,0,8-4-0,0.667,1.0,5-7-0,0.417,0.4,1.0,-7.0,-0.333,-14.0,-2.0625,2.417,-2.0,-4.0,0.4375,1.917,1.6669999999999998,2.0,1.4375,1.833,1.6669999999999998,1.8,1.25,-0.333,0.333,-0.6,0.3125,-0.25,0.0,-0.4,0.5,0.416,0.418,0.374,0.477,0.34700000000000003,0.34600000000000003
loss,56363,2014,14,PIT,0.5,0.375,CIN,0.688,1.0,1,7-5-0,0.583,0.5,8-3-1,0.708,0.75,-0.2,1.083,9.0,3.2,7.8125,1.833,-2.333,6.0,0.5625,1.5,1.3330000000000002,2.0,1.875,1.5,2.333,2.0,1.5,-0.083,-0.333,-1.0,0.0625,-0.333,-2.0,-1.0,-0.25,0.388,0.5660000000000001,0.467,0.444,0.504,0.511
loss,56364,2014,14,IND,0.688,0.625,CLE,0.25,0.375,0,8-4-0,0.667,0.6,7-5-0,0.583,0.667,-1.0,0.583,-10.0,-0.8,-6.125,8.25,6.667000000000002,3.8,3.4375,1.3330000000000002,2.667,2.2,1.8125,1.833,2.333,1.8,0.875,0.5,-1.0,0.0,-0.5,-0.16699999999999998,-0.667,-0.2,0.8125,0.318,0.28300000000000003,0.329,0.453,0.513,0.474
win,56365,2014,14,TB,0.25,0.125,DET,0.438,0.5,0,2-10-0,0.16699999999999998,0.333,8-4-0,0.667,0.833,-1.0,2.0,-5.332999999999998,-2.2,1.1875,-7.832999999999998,3.667,-0.8,-6.3125,1.25,1.0,1.0,2.125,2.083,2.0,2.2,1.25,0.333,0.667,0.6,-0.75,-0.5,0.333,-0.4,0.6875,0.378,0.348,0.365,0.35700000000000004,0.298,0.387
