result,gamekey,year,week,away,away_prev_wpct,away_prev_a_wpct,home,home_prev_wpct,home_prev_h_wpct,div_flag,away_record,away_wpct,away_a_wpct,home_record,home_wpct,home_h_wpct,matchup_weight,home_season_pt_dif,home_3game_pt_dif,home_5game_pt_dif,home_prev_season_pt_dif,away_season_pt_dif,away_3game_pt_dif,away_5game_pt_dif,away_prev_season_pt_dif,home_season_turnovers,home_3game_turnovers,home_5game_turnovers,home_prev_season_turnovers,away_season_turnovers,away_3game_turnovers,away_5game_turnovers,away_prev_season_turnovers,home_season_turnover_dif,home_3game_turnover_dif,home_5game_turnover_dif,home_prev_season_turnover_dif,away_season_turnover_dif,away_3game_turnover_dif,away_5game_turnover_dif,away_prev_season_turnover_dif,home_season_3down_pct,home_3game_3down_pct,home_5game_3down_pct,away_season_3down_pct,away_3game_3down_pct,away_5game_3down_pct
win,57428,2017,14,MIN,0.5,0.375,CAR,0.375,0.5,0,10-2-0,0.833,0.833,8-4-0,0.667,0.6,-1.0,2.583,7.332999999999998,7.8,-2.0625,6.75,9.667,10.8,1.25,1.4169999999999998,0.333,0.8,1.8125,0.833,0.0,0.6,1.0,-0.5,0.667,0.6,-0.125,0.333,1.0,0.6,0.6875,0.442,0.433,0.416,0.46,0.487,0.501
loss,57429,2017,14,CHI,0.188,0.0,CIN,0.406,0.563,0,3-9-0,0.25,0.2,5-7-0,0.417,0.5,0.0,-1.5830000000000002,4.667,-1.2,0.5,-6.332999999999998,-10.667,-9.4,-7.5,1.4169999999999998,0.0,0.4,1.0625,1.5830000000000002,1.0,1.0,1.9375,-0.5,1.0,0.8,0.1875,-0.25,0.667,0.4,-1.25,0.34,0.456,0.318,0.349,0.355,0.364
loss,57430,2017,14,GB,0.625,0.5,CLE,0.063,0.125,0,6-6-0,0.5,0.4,0-12-0,0.0,0.0,0.0,-11.0,-11.667,-13.2,-11.75,-1.917,-6.667000000000002,-5.2,2.75,2.5,2.333,2.2,1.5625,1.25,2.0,1.2,1.0625,-1.5830000000000002,-2.0,-1.6,-0.75,0.417,-0.333,0.2,0.5,0.31,0.362,0.345,0.402,0.396,0.369
loss,57431,2017,14,SF,0.125,0.125,HOU,0.563,0.875,0,2-10-0,0.16699999999999998,0.16699999999999998,4-8-0,0.333,0.5,0.0,-1.083,-2.667,-8.0,-3.0625,-8.0,0.0,-6.6,-10.6875,1.917,2.0,2.2,1.5,1.5,1.3330000000000002,1.6,1.5625,-0.667,-1.0,-1.4,-0.4375,-0.417,-0.667,-0.6,-0.3125,0.382,0.487,0.416,0.358,0.512,0.418
win,57432,2017,14,SEA,0.6559999999999999,0.438,JAX,0.188,0.25,0,8-4-0,0.667,0.667,8-4-0,0.667,0.667,0.0,10.083,9.667,9.6,-4.625,5.667000000000002,7.332999999999998,5.0,3.875,1.25,1.3330000000000002,1.4,1.75,1.0,1.0,1.0,1.1875,1.0,1.6669999999999998,0.8,-0.875,0.583,0.333,0.2,0.0,0.375,0.328,0.386,0.405,0.434,0.378
win,57433,2017,14,OAK,0.75,0.75,KC,0.75,0.75,1,6-6-0,0.5,0.4,6-6-0,0.5,0.6,0.6000000000000001,2.417,-5.332999999999998,-3.4,4.875,-2.417,-3.667,-5.6,1.9375,0.667,1.3330000000000002,1.4,1.0625,1.4169999999999998,1.3330000000000002,2.0,0.875,0.5,-1.0,-0.2,1.0,-0.667,-0.333,-1.2,1.0,0.369,0.267,0.267,0.4,0.417,0.417
loss,57434,2017,14,DET,0.563,0.375,TB,0.563,0.5,0,6-6-0,0.5,0.667,4-8-0,0.333,0.6,0.0,-3.75,-3.333,-5.0,-0.9375,0.5,-9.333,-0.2,-0.75,1.25,0.333,0.6,1.6875,1.4169999999999998,2.0,1.6,0.9375,0.5,2.0,1.6,0.125,0.16699999999999998,-1.6669999999999998,-1.0,-0.0625,0.366,0.386,0.381,0.369,0.294,0.39
win,57435,2017,14,TEN,0.563,0.5,ARI,0.469,0.563,0,8-4-0,0.667,0.5,5-7-0,0.417,0.5,0.0,-7.582999999999998,-7.667000000000002,-3.8,3.5,-1.3330000000000002,-2.667,-0.2,0.1875,1.6669999999999998,2.0,1.8,1.75,1.6669999999999998,2.333,2.0,1.125,-0.417,0.0,-0.2,0.0,-0.333,-1.6669999999999998,-0.8,0.0,0.379,0.393,0.403,0.364,0.405,0.391
win,57436,2017,14,NYJ,0.313,0.375,DEN,0.563,0.625,0,5-7-0,0.417,0.2,3-9-0,0.25,0.5,0.0,-9.083,-12.0,-17.8,2.25,-1.833,-2.0,0.4,-8.375,2.25,2.0,2.0,1.5625,1.4169999999999998,1.0,0.8,2.125,-1.3330000000000002,-0.667,-1.0,0.125,0.0,-0.667,0.4,-1.25,0.382,0.335,0.354,0.394,0.402,0.394
win,57437,2017,14,WAS,0.531,0.563,LAC,0.313,0.375,0,5-7-0,0.417,0.333,6-6-0,0.5,0.5,0.0,4.667,20.333,10.0,-0.8125,-3.5,-5.667000000000002,-4.4,0.8125,0.833,0.0,0.6,2.1875,1.6669999999999998,1.6669999999999998,1.4,1.3125,0.917,3.333,1.8,-0.4375,-0.333,-1.0,-0.2,0.0,0.39,0.5589999999999999,0.435,0.36,0.343,0.339
loss,57438,2017,14,PHI,0.438,0.125,LA,0.25,0.125,0,10-2-0,0.833,0.667,9-3-0,0.75,0.667,0.0,11.583,1.6669999999999998,13.0,-10.625,12.167,14.0,18.6,2.25,1.25,1.0,0.6,1.8125,1.25,1.6669999999999998,1.4,1.25,0.5,-0.333,1.2,-0.625,0.583,0.333,0.6,0.375,0.416,0.253,0.327,0.458,0.4320000000000001,0.393
loss,57439,2017,14,DAL,0.813,0.75,NYG,0.688,0.875,1,6-6-0,0.5,0.6,2-10-0,0.16699999999999998,0.2,0.2,-8.5,-4.667,-11.6,1.625,0.16699999999999998,-8.667,-7.0,7.1875,1.25,1.3330000000000002,1.6,1.6875,1.3330000000000002,2.0,1.6,0.9375,-0.083,0.333,-0.2,-0.125,0.0,-0.667,-0.4,0.3125,0.32,0.253,0.32299999999999995,0.445,0.42,0.459
win,57440,2017,14,BAL,0.5,0.25,PIT,0.688,0.75,1,7-5-0,0.583,0.5,10-2-0,0.833,0.8,-0.2,5.667000000000002,9.667,7.4,4.5,6.082999999999998,18.0,18.2,1.5,1.4169999999999998,1.3330000000000002,1.4,1.125,1.25,0.333,0.6,1.4375,-0.083,0.0,-0.2,0.3125,1.167,3.333,2.2,0.3125,0.39,0.444,0.444,0.329,0.282,0.29
win,57441,2017,14,NE,0.875,1.0,MIA,0.625,0.75,1,10-2-0,0.833,1.0,5-7-0,0.417,0.5,-0.6000000000000001,-7.417000000000002,-0.667,-5.8,-1.0625,10.417,21.0,19.2,11.9375,1.917,3.667,2.6,1.4375,0.667,1.0,0.6,0.6875,-0.833,-2.0,-1.2,0.125,0.75,1.0,1.2,0.75,0.326,0.304,0.382,0.448,0.445,0.434
loss,57442,2017,15,DEN,0.563,0.5,IND,0.5,0.5,0,4-9-0,0.308,0.0,3-10-0,0.231,0.333,0.0,-10.077,-10.0,-5.4,1.1875,-6.615,-3.333,-7.6,2.25,1.154,1.0,1.0,1.375,2.077,1.3330000000000002,1.6,1.5625,0.231,0.333,0.2,-0.3125,-1.077,0.667,-0.4,0.125,0.354,0.337,0.34,0.384,0.282,0.39
win,57443,2017,15,CHI,0.188,0.0,DET,0.563,0.75,1,4-9-0,0.308,0.333,7-6-0,0.5379999999999999,0.333,0.6000000000000001,0.6920000000000001,-9.333,-2.2,-0.75,-3.846,-1.0,-2.6,-7.5,1.538,2.667,2.0,0.9375,1.462,0.667,0.8,1.9375,0.308,-1.0,-0.4,-0.0625,-0.077,1.3330000000000002,0.6,-1.25,0.376,0.345,0.358,0.35,0.365,0.343
win,57444,2017,15,LAC,0.313,0.25,KC,0.75,0.75,1,7-6-0,0.5379999999999999,0.5,7-6-0,0.5379999999999999,0.667,1.0,3.077,-0.667,-3.2,4.875,5.615,16.0,15.0,-0.8125,0.6920000000000001,0.667,1.2,1.0625,0.846,0.333,0.6,2.1875,0.615,0.333,-0.4,1.0,0.846,1.3330000000000002,2.0,-0.4375,0.37,0.305,0.31,0.391,0.525,0.455
win,57445,2017,15,MIA,0.625,0.5,BUF,0.438,0.5,1,6-7-0,0.462,0.333,7-6-0,0.5379999999999999,0.7140000000000001,0.2,-3.846,-2.667,-15.0,1.3125,-6.308,5.0,-3.8,-1.0625,1.231,1.0,2.0,0.75,1.769,2.0,2.4,1.4375,0.308,-0.333,-1.4,0.375,-0.615,0.333,-1.0,0.125,0.407,0.431,0.381,0.322,0.245,0.35600000000000004
win,57446,2017,15,GB,0.625,0.5,CAR,0.375,0.5,0,7-6-0,0.5379999999999999,0.5,9-4-0,0.6920000000000001,0.667,1.0,2.923,1.6669999999999998,6.4,-2.0625,-1.308,3.0,-1.4,2.75,1.385,0.667,0.8,1.8125,1.154,0.333,1.2,1.0625,-0.308,1.0,0.6,-0.125,0.5379999999999999,1.6669999999999998,0.4,0.5,0.434,0.282,0.388,0.409,0.46,0.425
loss,57447,2017,15,BAL,0.5,0.25,CLE,0.063,0.125,1,7-6-0,0.5379999999999999,0.429,0-13-0,0.0,0.0,-0.6000000000000001,-10.615,-9.667,-11.0,-11.75,5.5379999999999985,10.0,10.0,1.5,2.462,1.3330000000000002,2.2,1.5625,1.231,0.333,0.8,1.4375,-1.615,-1.3330000000000002,-1.8,-0.75,1.0,1.6669999999999998,1.6,0.3125,0.327,0.464,0.391,0.334,0.344,0.324
win,57448,2017,15,HOU,0.563,0.25,JAX,0.188,0.25,1,4-9-0,0.308,0.16699999999999998,9-4-0,0.6920000000000001,0.7140000000000001,-0.334,9.769,7.667000000000002,7.6,-4.625,-1.769,-9.333,-8.8,-3.0625,1.231,1.3330000000000002,1.4,1.75,1.846,1.6669999999999998,2.2,1.5,1.077,1.0,1.4,-0.875,-0.615,-1.0,-1.4,-0.4375,0.369,0.33,0.314,0.37,0.387,0.405
win,57449,2017,15,CIN,0.406,0.25,MIN,0.5,0.625,0,5-8-0,0.385,0.333,10-3-0,0.769,0.833,0.0,5.692,1.6669999999999998,6.0,1.25,-3.462,-5.0,-3.2,0.5,1.0,1.0,1.0,1.0,1.462,0.667,0.8,1.0625,0.154,0.0,0.0,0.6875,-0.615,-0.333,0.2,0.1875,0.46,0.476,0.519,0.333,0.383,0.343
win,57450,2017,15,NYJ,0.313,0.375,NO,0.438,0.5,0,5-8-0,0.385,0.16699999999999998,9-4-0,0.6920000000000001,0.833,0.0,8.231,0.333,8.2,0.9375,-3.462,-8.0,-3.2,-8.375,1.0,0.667,0.8,1.5,1.462,1.0,1.0,2.125,0.385,1.0,0.4,-0.1875,-0.154,-1.0,-0.2,-1.25,0.376,0.31,0.353,0.381,0.413,0.373
loss,57451,2017,15,PHI,0.438,0.125,NYG,0.688,0.875,1,11-2-0,0.846,0.7140000000000001,2-11-0,0.154,0.16699999999999998,-0.6000000000000001,-9.385,-12.333,-8.8,1.625,11.845999999999998,7.332999999999998,15.6,2.25,1.308,1.6669999999999998,1.4,1.6875,1.231,2.0,1.4,1.25,-0.231,-1.0,0.0,-0.125,0.615,-0.667,0.6,0.375,0.324,0.301,0.298,0.453,0.446,0.416
win,57452,2017,15,ARI,0.469,0.375,WAS,0.531,0.5,0,6-7-0,0.462,0.333,5-8-0,0.385,0.5,-1.0,-4.538,-10.333,-8.4,0.8125,-6.615,-2.667,-4.8,3.5,1.615,2.0,1.4,1.3125,1.538,1.3330000000000002,1.4,1.75,-0.308,-1.3330000000000002,-0.4,0.0,-0.231,0.667,0.2,0.0,0.345,0.28800000000000003,0.311,0.3670000000000001,0.364,0.359
loss,57453,2017,15,LA,0.25,0.375,SEA,0.6559999999999999,0.875,1,9-4-0,0.6920000000000001,0.833,8-5-0,0.615,0.667,0.334,4.769,6.332999999999998,4.4,3.875,10.077,4.667,4.6,-10.625,1.154,1.3330000000000002,1.2,1.1875,1.308,1.3330000000000002,1.0,1.8125,0.385,0.0,0.0,0.0,0.385,-0.333,0.4,-0.625,0.391,0.369,0.35100000000000003,0.406,0.258,0.284
loss,57454,2017,15,NE,0.875,1.0,PIT,0.688,0.75,0,10-3-0,0.769,0.857,11-2-0,0.846,0.833,-1.0,5.308,2.333,6.6,4.5,9.077,10.333,16.2,11.9375,1.308,1.3330000000000002,1.0,1.125,0.769,1.6669999999999998,1.0,0.6875,0.0,-1.0,0.2,0.3125,0.5379999999999999,-0.333,0.6,0.75,0.411,0.5379999999999999,0.477,0.414,0.278,0.34
win,57455,2017,15,TEN,0.563,0.5,SF,0.125,0.125,0,8-5-0,0.615,0.429,3-10-0,0.231,0.16699999999999998,0.0,-6.615,0.0,0.0,-10.6875,-1.615,3.333,-1.8,0.1875,1.462,1.0,1.4,1.5625,1.692,1.6669999999999998,2.2,1.125,-0.385,-0.333,-0.4,-0.3125,-0.462,-1.0,-1.4,0.0,0.345,0.35,0.414,0.361,0.388,0.403
loss,57456,2017,15,DAL,0.813,0.75,OAK,0.75,0.75,0,7-6-0,0.5379999999999999,0.667,6-7-0,0.462,0.5710000000000001,0.0,-3.077,1.0,-3.8,1.9375,1.692,7.332999999999998,-5.2,7.1875,1.538,1.6669999999999998,1.8,0.875,1.231,0.667,1.6,0.9375,-0.769,-0.333,-0.8,1.0,0.154,1.3330000000000002,-0.2,0.3125,0.399,0.39,0.434,0.449,0.515,0.443
loss,57457,2017,15,ATL,0.688,0.75,TB,0.563,0.5,1,8-5-0,0.615,0.667,4-9-0,0.308,0.5,0.2,-3.692,-7.667000000000002,-1.6,-0.9375,2.5380000000000003,4.0,7.0,8.375,1.538,2.0,1.4,1.6875,1.231,1.3330000000000002,1.2,0.6875,0.308,-0.333,1.0,0.125,-0.385,-1.0,-0.2,0.6875,0.377,0.476,0.419,0.45,0.49,0.53
win,57458,2017,16,IND,0.5,0.5,BAL,0.5,0.75,0,3-11-0,0.214,0.14300000000000002,8-6-0,0.5710000000000001,0.667,0.0,6.357,13.333,14.0,1.5,-10.214,-12.667,-9.0,1.1875,1.143,0.333,0.4,1.4375,1.071,0.667,0.8,1.375,1.214,2.0,2.6,0.3125,0.28600000000000003,0.333,0.4,-0.3125,0.342,0.418,0.337,0.361,0.348,0.375
loss,57459,2017,16,MIN,0.5,0.375,GB,0.625,0.75,1,11-3-0,0.7859999999999999,0.7140000000000001,7-7-0,0.5,0.5710000000000001,-0.2,-1.714,1.6669999999999998,-4.2,2.75,7.213999999999999,8.333,9.8,1.25,1.357,1.6669999999999998,2.0,1.0625,1.0,1.3330000000000002,0.8,1.0,0.214,-0.667,-0.6,0.5,0.214,-0.333,0.4,0.6875,0.406,0.4270000000000001,0.41,0.451,0.433,0.452
win,57460,2017,16,TB,0.563,0.625,CAR,0.375,0.5,1,4-10-0,0.28600000000000003,0.14300000000000002,10-4-0,0.7140000000000001,0.7140000000000001,0.2,3.214,1.3330000000000002,7.2,-2.0625,-3.643,-4.0,-3.2,-0.9375,1.286,0.667,0.4,1.8125,1.5,2.333,1.4,1.6875,0.0,2.0,1.6,-0.125,0.214,-1.0,0.6,0.125,0.439,0.378,0.4270000000000001,0.386,0.521,0.4320000000000001
win,57461,2017,16,CLE,0.063,0.0,CHI,0.188,0.375,0,0-14-0,0.0,0.0,4-10-0,0.28600000000000003,0.28600000000000003,0.0,-4.2860000000000005,5.0,-3.2,-7.5,-11.071,-10.667,-11.6,-11.75,1.571,1.0,1.2,1.9375,2.571,2.667,2.6,1.5625,-0.214,0.333,0.4,-1.25,-1.786,-2.667,-2.4,-0.75,0.354,0.4270000000000001,0.369,0.329,0.45,0.396
win,57462,2017,16,DET,0.563,0.375,CIN,0.406,0.563,0,8-6-0,0.5710000000000001,0.7140000000000001,5-9-0,0.35700000000000004,0.429,0.0,-5.143,-18.667,-7.8,0.5,1.357,-3.667,-3.0,-0.75,1.5,1.3330000000000002,0.8,1.0625,1.5,2.333,2.0,0.9375,-0.643,-0.667,0.0,0.1875,0.429,0.333,-0.2,-0.0625,0.315,0.276,0.339,0.382,0.408,0.36
win,57463,2017,16,MIA,0.625,0.5,KC,0.75,0.75,0,6-8-0,0.429,0.28600000000000003,8-6-0,0.5710000000000001,0.7140000000000001,0.0,4.0710000000000015,7.0,2.4,4.875,-6.4289999999999985,8.333,-0.6,-1.0625,0.643,0.333,1.0,1.0625,1.857,2.0,2.8,1.4375,0.857,2.0,0.6,1.0,-0.7859999999999999,-0.333,-1.4,0.125,0.375,0.396,0.32299999999999995,0.322,0.289,0.302
win,57464,2017,16,BUF,0.438,0.375,NE,0.875,0.75,1,8-6-0,0.5710000000000001,0.333,11-3-0,0.7859999999999999,0.667,0.6000000000000001,8.642999999999999,5.332999999999998,11.8,11.9375,-3.0,-2.0,-6.0,1.3125,0.7859999999999999,1.3330000000000002,1.2,0.6875,1.143,1.0,1.8,0.75,0.5,-0.667,0.2,0.75,0.5,0.333,-0.8,0.375,0.408,0.25,0.333,0.411,0.469,0.438
win,57465,2017,16,ATL,0.688,0.75,NO,0.438,0.5,1,9-5-0,0.643,0.7140000000000001,10-4-0,0.7140000000000001,0.857,-0.2,8.5,6.332999999999998,3.2,0.9375,2.571,0.333,3.6,8.375,1.143,1.6669999999999998,1.2,1.5,1.143,1.0,1.0,0.6875,0.28600000000000003,0.333,0.2,-0.1875,-0.28600000000000003,-0.333,-0.2,0.6875,0.37,0.333,0.313,0.46,0.428,0.542
loss,57466,2017,16,LAC,0.313,0.25,NYJ,0.313,0.25,0,7-7-0,0.5,0.429,5-9-0,0.35700000000000004,0.5710000000000001,0.0,-4.0710000000000015,-9.333,-8.2,-8.375,4.0,3.0,12.2,-0.8125,1.5,1.3330000000000002,1.4,2.125,1.071,1.6669999999999998,1.0,2.1875,-0.071,-0.333,-0.6,-1.25,0.5,-0.667,1.2,-0.4375,0.378,0.405,0.354,0.389,0.4320000000000001,0.488
loss,57467,2017,16,LA,0.25,0.375,TEN,0.563,0.625,0,10-4-0,0.7140000000000001,0.857,8-6-0,0.5710000000000001,0.833,0.0,-1.643,1.3330000000000002,-3.0,0.1875,11.857,14.333,6.4,-10.625,1.643,1.3330000000000002,2.0,1.125,1.286,1.3330000000000002,1.2,1.8125,-0.5,-1.0,-1.6,0.0,0.429,0.333,-0.2,-0.625,0.371,0.429,0.41,0.403,0.311,0.284
win,57468,2017,16,DEN,0.563,0.5,WAS,0.531,0.5,0,5-9-0,0.35700000000000004,0.14300000000000002,6-8-0,0.429,0.5710000000000001,0.0,-3.857,-12.0,-5.8,0.8125,-5.2860000000000005,3.0,-0.2,2.25,1.571,2.0,1.4,1.3125,2.0,1.3330000000000002,1.4,1.5625,-0.214,-1.0,-0.4,0.0,-1.071,0.333,-0.2,0.125,0.329,0.236,0.261,0.39,0.319,0.377
win,57469,2017,16,JAX,0.188,0.125,SF,0.125,0.125,0,10-4-0,0.7140000000000001,0.667,4-10-0,0.28600000000000003,0.28600000000000003,0.0,-6.0,4.333,2.4,-10.6875,11.786,21.333,14.6,-4.625,1.357,0.667,1.0,1.5625,1.143,0.333,1.0,1.75,-0.28600000000000003,0.0,-0.2,-0.3125,1.071,1.6669999999999998,1.6,-0.875,0.35600000000000004,0.413,0.444,0.364,0.403,0.318
win,57470,2017,16,NYG,0.688,0.5,ARI,0.469,0.563,0,2-12-0,0.14300000000000002,0.14300000000000002,6-8-0,0.429,0.5710000000000001,0.0,-6.5,-5.332999999999998,-4.6,3.5,-9.071,-10.667,-7.8,1.625,1.571,1.3330000000000002,1.6,1.75,1.286,1.6669999999999998,1.4,1.6875,-0.28600000000000003,0.0,0.2,0.0,-0.28600000000000003,-1.3330000000000002,-0.4,-0.125,0.35600000000000004,0.297,0.321,0.341,0.439,0.338
loss,57471,2017,16,SEA,0.6559999999999999,0.438,DAL,0.813,0.875,0,8-6-0,0.5710000000000001,0.5710000000000001,8-6-0,0.5710000000000001,0.429,-1.0,1.786,15.667,-0.6,7.1875,1.929,-9.0,-3.8,3.875,1.286,0.667,1.6,0.9375,1.214,1.6669999999999998,1.6,1.1875,0.071,1.6669999999999998,-0.2,0.3125,0.28600000000000003,-0.333,-0.4,0.0,0.4320000000000001,0.4,0.392,0.384,0.336,0.362
loss,57472,2017,16,PIT,0.688,0.625,HOU,0.563,0.875,0,11-3-0,0.7859999999999999,0.857,4-10-0,0.28600000000000003,0.429,0.0,-4.357,-19.667,-11.2,-3.0625,4.714,0.333,5.4,4.5,1.786,1.0,1.6,1.5,1.286,0.667,1.0,1.125,-0.643,-0.333,-0.8,-0.4375,0.0,0.0,0.2,0.3125,0.361,0.327,0.389,0.426,0.542,0.525
win,57473,2017,16,OAK,0.75,0.75,PHI,0.438,0.75,0,6-8-0,0.429,0.333,12-2-0,0.857,1.0,0.0,11.357,-0.333,11.0,2.25,-3.071,-2.333,-5.0,1.9375,1.143,1.0,1.2,1.25,1.5,1.6669999999999998,1.6,0.875,0.643,0.0,0.6,0.375,-0.643,0.0,-0.4,1.0,0.454,0.454,0.431,0.408,0.439,0.434
win,57474,2017,17,CAR,0.375,0.25,ATL,0.688,0.625,1,11-4-0,0.733,0.7140000000000001,9-6-0,0.6,0.5710000000000001,0.2,1.733,-1.3330000000000002,1.0,8.375,3.2,5.667000000000002,3.0,-2.0625,1.2,1.6669999999999998,1.2,0.6875,1.267,0.667,0.6,1.8125,-0.333,-0.667,-0.6,0.6875,0.133,2.667,1.8,-0.125,0.44,0.446,0.445,0.43,0.38,0.331
loss,57475,2017,17,CIN,0.406,0.25,BAL,0.5,0.75,1,6-9-0,0.4,0.28600000000000003,9-6-0,0.6,0.7140000000000001,-0.2,6.4,7.667000000000002,10.8,1.5,-4.2,-14.667,-6.6,0.5,1.067,0.333,0.2,1.4375,1.467,1.6669999999999998,1.0,1.0625,1.133,1.0,1.8,0.3125,-0.6,-1.0,-0.4,0.1875,0.34700000000000003,0.422,0.38,0.327,0.276,0.345
win,57476,2017,17,GB,0.625,0.5,DET,0.563,0.75,1,7-8-0,0.467,0.429,8-7-0,0.5329999999999999,0.429,-0.2,0.667,1.3330000000000002,-5.4,-0.75,-2.667,-5.667000000000002,-2.8,2.75,1.467,1.6669999999999998,2.0,0.9375,1.4,2.0,1.4,1.0625,0.4,1.3330000000000002,-0.2,-0.0625,0.067,-1.3330000000000002,-0.2,0.5,0.383,0.439,0.38,0.397,0.377,0.402
win,57477,2017,17,HOU,0.563,0.25,IND,0.5,0.5,1,4-11-0,0.267,0.14300000000000002,3-12-0,0.2,0.28600000000000003,-0.2,-10.0,-8.333,-9.8,1.1875,-5.933,-25.333,-18.8,-3.0625,1.0,0.0,0.6,1.375,1.8,1.3330000000000002,1.6,1.5,0.267,1.0,0.4,-0.3125,-0.733,-1.0,-1.2,-0.4375,0.363,0.366,0.3720000000000001,0.354,0.244,0.332
loss,57478,2017,17,BUF,0.438,0.375,MIA,0.625,0.75,1,8-7-0,0.5329999999999999,0.28600000000000003,6-9-0,0.4,0.5710000000000001,-0.2,-7.067,-5.667000000000002,-1.8,-1.0625,-4.2,-2.333,-4.2,1.3125,1.867,1.6669999999999998,2.2,1.4375,1.067,0.667,0.6,0.75,-0.867,-1.0,-0.8,0.125,0.5329999999999999,0.667,0.6,0.375,0.3,0.2,0.21,0.415,0.498,0.446
win,57479,2017,17,CHI,0.188,0.0,MIN,0.5,0.625,1,5-10-0,0.333,0.28600000000000003,12-3-0,0.8,0.857,0.6000000000000001,7.8,12.0,9.6,1.25,-2.867,11.0,0.8,-7.5,0.933,1.3330000000000002,0.8,1.0,1.467,1.0,1.0,1.9375,0.333,0.333,0.6,0.6875,0.0,1.0,1.0,-1.25,0.439,0.35600000000000004,0.406,0.36,0.406,0.39
win,57480,2017,17,NYJ,0.313,0.375,NE,0.875,0.75,1,5-10-0,0.333,0.14300000000000002,12-3-0,0.8,0.7140000000000001,0.6000000000000001,9.467,5.667000000000002,11.0,11.9375,-4.267,-14.0,-8.6,-8.375,0.8,1.3330000000000002,1.4,0.6875,1.6,2.333,1.6,2.125,0.4,-1.0,-0.4,0.75,-0.267,-1.3330000000000002,-1.0,-1.25,0.411,0.263,0.324,0.3670000000000001,0.259,0.35700000000000004
win,57481,2017,17,WAS,0.531,0.563,NYG,0.688,0.875,1,7-8-0,0.467,0.28600000000000003,2-13-0,0.133,0.14300000000000002,-0.2,-10.0,-16.0,-13.0,1.625,-2.533,1.3330000000000002,-2.0,0.8125,1.4,2.0,1.8,1.6875,1.6,1.3330000000000002,1.8,1.3125,-0.333,-1.3330000000000002,-1.0,-0.125,-0.133,0.667,-0.4,0.0,0.32299999999999995,0.334,0.306,0.332,0.221,0.272
loss,57482,2017,17,DAL,0.813,0.75,PHI,0.438,0.75,1,8-7-0,0.5329999999999999,0.7140000000000001,13-2-0,0.867,1.0,0.2,11.2,7.332999999999998,7.2,2.25,1.067,4.667,3.2,7.1875,1.2,1.0,1.6,1.25,1.4,1.6669999999999998,1.4,0.9375,0.8,1.6669999999999998,0.4,0.375,-0.133,-0.667,0.0,0.3125,0.428,0.311,0.374,0.434,0.387,0.441
win,57483,2017,17,CLE,0.063,0.0,PIT,0.688,0.75,1,0-15-0,0.0,0.0,12-3-0,0.8,0.7140000000000001,1.0,6.267,8.667,6.4,4.5,-11.467,-13.333,-12.6,-11.75,1.2,0.333,1.0,1.125,2.6,3.0,2.2,1.5625,0.133,1.0,-0.2,0.3125,-1.867,-3.0,-2.2,-0.75,0.4370000000000001,0.625,0.565,0.328,0.401,0.412
win,57484,2017,17,NO,0.438,0.375,TB,0.563,0.5,1,11-4-0,0.733,0.5710000000000001,4-11-0,0.267,0.429,-0.2,-3.6,-3.0,-5.8,-0.9375,8.6,6.332999999999998,4.6,0.9375,1.6,3.0,2.0,1.6875,1.133,1.6669999999999998,1.2,1.5,0.067,-1.6669999999999998,-0.8,0.125,0.333,0.667,0.6,-0.1875,0.396,0.515,0.494,0.361,0.277,0.292
win,57485,2017,17,JAX,0.188,0.125,TEN,0.563,0.625,1,10-5-0,0.667,0.5710000000000001,8-7-0,0.5329999999999999,0.7140000000000001,0.334,-1.8,-3.667,0.8,0.1875,10.267,11.0,10.0,-4.625,1.6,1.3330000000000002,1.4,1.125,1.267,1.3330000000000002,1.4,1.75,-0.467,-1.0,-0.8,0.0,0.867,0.333,0.4,-0.875,0.363,0.361,0.383,0.366,0.331,0.335
loss,57486,2017,17,KC,0.75,0.75,DEN,0.563,0.625,1,9-6-0,0.6,0.429,5-10-0,0.333,0.5710000000000001,-0.6000000000000001,-6.0,6.332999999999998,-2.8,2.25,4.867,14.667,6.2,4.875,2.067,1.3330000000000002,1.6,1.5625,0.6,0.333,0.4,1.0625,-1.067,0.0,0.0,0.125,0.933,2.667,1.4,1.0,0.384,0.391,0.321,0.383,0.438,0.369
win,57487,2017,17,OAK,0.75,0.75,LAC,0.313,0.375,1,6-9-0,0.4,0.28600000000000003,8-7-0,0.5329999999999999,0.5710000000000001,1.0,4.2,2.333,7.6,-0.8125,-3.467,-7.667000000000002,-1.8,1.9375,1.0,1.6669999999999998,1.0,2.1875,1.733,3.0,2.2,0.875,0.667,-0.333,0.6,-0.4375,-0.8,-1.3330000000000002,-0.6,1.0,0.385,0.366,0.455,0.396,0.383,0.387
loss,57488,2017,17,SF,0.125,0.125,LA,0.25,0.125,1,5-10-0,0.333,0.28600000000000003,11-4-0,0.733,0.5710000000000001,-0.334,11.333,10.333,10.6,-10.625,-4.867,7.667000000000002,2.6,-10.6875,1.267,1.3330000000000002,1.2,1.8125,1.3330000000000002,0.667,0.8,1.5625,0.4,0.0,0.0,-0.625,-0.133,1.0,0.4,-0.3125,0.405,0.363,0.315,0.377,0.45,0.444
