result,gamekey,year,week,away,away_prev_wpct,away_prev_a_wpct,home,home_prev_wpct,home_prev_h_wpct,div_flag,away_record,away_wpct,away_a_wpct,home_record,home_wpct,home_h_wpct,matchup_weight,home_season_pt_dif,home_3game_pt_dif,home_5game_pt_dif,home_prev_season_pt_dif,away_season_pt_dif,away_3game_pt_dif,away_5game_pt_dif,away_prev_season_pt_dif,home_season_turnovers,home_3game_turnovers,home_5game_turnovers,home_prev_season_turnovers,away_season_turnovers,away_3game_turnovers,away_5game_turnovers,away_prev_season_turnovers,home_season_turnover_dif,home_3game_turnover_dif,home_5game_turnover_dif,home_prev_season_turnover_dif,away_season_turnover_dif,away_3game_turnover_dif,away_5game_turnover_dif,away_prev_season_turnover_dif,home_season_3down_pct,home_3game_3down_pct,home_5game_3down_pct,away_season_3down_pct,away_3game_3down_pct,away_5game_3down_pct
win,55980,2013,10,HOU,0.75,0.75,ARI,0.313,0.5,0,2-6-0,0.25,0.25,4-4-0,0.5,0.75,0.0,-1.75,-3.333,1.8,-6.6875,-9.375,-9.667,-12.6,5.3125,2.25,2.333,2.6,2.125,2.0,1.6669999999999998,2.4,1.0625,0.125,0.333,0.4,-0.0625,-1.375,-1.0,-1.6,0.75,0.303,0.339,0.29,0.3670000000000001,0.382,0.375
loss,55981,2013,10,DEN,0.813,0.75,SD,0.438,0.375,1,7-1-0,0.875,0.667,4-4-0,0.5,0.667,-0.334,2.25,7.332999999999998,4.2,0.0,15.625,11.333,13.8,12.0,1.5,0.667,1.6,1.625,2.125,3.333,2.4,1.5625,-0.75,0.333,-0.8,0.125,-0.125,-0.667,-0.4,-0.0625,0.462,0.472,0.439,0.515,0.395,0.5
win,55982,2013,10,DAL,0.5,0.5,NO,0.438,0.5,0,5-4-0,0.556,0.25,6-2-0,0.75,1.0,1.0,8.75,3.0,7.6,0.4375,5.332999999999998,5.667000000000002,5.8,-1.5,1.125,1.3330000000000002,1.0,1.5,1.222,1.0,1.2,1.8125,0.75,0.0,0.8,0.125,1.111,2.0,1.4,-0.8125,0.411,0.366,0.387,0.375,0.3,0.397
win,55983,2013,10,MIA,0.438,0.25,TB,0.438,0.375,0,4-4-0,0.5,0.5,0-8-0,0.0,0.0,0.0,-8.25,-9.667,-8.6,-0.3125,-1.625,-3.333,-6.8,-1.8125,1.25,0.667,1.2,1.4375,1.875,2.333,2.2,1.625,0.375,0.667,0.4,0.1875,0.0,-0.333,-0.4,-0.625,0.377,0.371,0.38,0.369,0.305,0.287
loss,55984,2013,11,IND,0.688,0.5,TEN,0.375,0.5,1,6-3-0,0.667,0.75,4-5-0,0.444,0.4,-0.6000000000000001,0.444,-3.0,-5.0,-8.8125,3.222,-7.0,-5.0,-1.875,1.444,2.667,2.6,1.75,1.222,2.0,1.8,1.6875,0.444,-1.3330000000000002,-1.0,-0.25,0.333,-0.667,-0.6,-0.75,0.417,0.499,0.423,0.389,0.256,0.31
win,55985,2013,11,NYJ,0.375,0.375,BUF,0.375,0.5,1,5-4-0,0.556,0.25,3-7-0,0.3,0.4,-0.6000000000000001,-6.0,-13.667,-8.4,-5.6875,-6.8889999999999985,-10.333,-8.4,-5.875,1.7,2.333,1.8,2.125,1.889,1.0,1.0,2.3125,-0.1,-2.0,-0.8,-0.8125,-1.222,0.333,0.0,-0.875,0.34,0.302,0.37,0.379,0.403,0.406
win,55986,2013,11,BAL,0.625,0.5,CHI,0.625,0.625,0,4-5-0,0.444,0.2,5-4-0,0.556,0.6,0.0,1.3330000000000002,0.333,-0.2,6.125,-0.111,-2.0,-1.0,3.375,1.3330000000000002,0.667,0.6,1.5,1.778,1.6669999999999998,1.6,1.0,0.889,0.333,0.6,1.25,-0.333,0.0,-0.2,0.5625,0.374,0.364,0.389,0.355,0.375,0.329
win,55987,2013,11,CLE,0.313,0.125,CIN,0.625,0.5,1,4-5-0,0.444,0.25,6-4-0,0.6,1.0,0.2,4.8,11.667,8.2,4.4375,-2.778,-6.0,-3.8,-4.125,2.0,2.667,1.8,1.625,1.3330000000000002,1.0,1.0,1.625,-0.4,-0.667,-0.4,0.25,-0.111,-0.333,-0.2,0.1875,0.42,0.436,0.419,0.324,0.302,0.335
loss,55988,2013,11,OAK,0.25,0.125,HOU,0.75,0.75,0,3-6-0,0.333,0.0,2-7-0,0.222,0.25,-1.0,-8.667,-2.333,-12.6,5.3125,-6.332999999999998,-10.0,-7.4,-9.5625,1.889,0.667,2.0,1.0625,1.6669999999999998,2.333,2.0,1.625,-1.0,1.0,-1.0,0.75,-0.111,-0.667,0.2,-0.5,0.368,0.379,0.379,0.332,0.28600000000000003,0.29100000000000004
loss,55989,2013,11,ARI,0.313,0.125,JAC,0.125,0.125,0,5-4-0,0.556,0.25,1-8-0,0.111,0.0,0.0,-19.556,-16.0,-15.6,-11.8125,-1.222,1.6669999999999998,1.8,-6.6875,1.889,1.3330000000000002,1.8,1.5625,2.333,2.0,2.6,2.125,-0.556,0.333,-0.2,-0.125,-0.111,0.333,0.0,-0.0625,0.284,0.27,0.28300000000000003,0.303,0.311,0.33
win,55990,2013,11,SD,0.438,0.5,MIA,0.438,0.625,0,4-5-0,0.444,0.4,4-5-0,0.444,0.5,-1.0,-1.778,-3.667,-3.2,-1.8125,1.111,1.3330000000000002,0.8,0.0,1.778,1.6669999999999998,1.6,1.625,1.3330000000000002,0.667,1.4,1.625,0.0,0.333,0.2,-0.625,-0.556,0.333,-0.6,0.125,0.365,0.339,0.287,0.459,0.451,0.444
win,55991,2013,11,WAS,0.625,0.625,PHI,0.25,0.25,1,3-6-0,0.333,0.2,5-5-0,0.5,0.0,0.2,0.8,11.667,6.4,-10.25,-6.332999999999998,-8.333,-7.2,3.0,1.6,1.3330000000000002,1.6,2.3125,1.778,2.0,1.8,0.875,0.1,0.333,0.0,-1.5,-0.111,0.333,0.0,1.0625,0.393,0.338,0.34700000000000003,0.443,0.5660000000000001,0.547
win,55992,2013,11,DET,0.25,0.25,PIT,0.5,0.625,0,6-3-0,0.667,0.6,3-6-0,0.333,0.5,0.0,-4.333,-4.667,0.4,1.375,2.444,0.0,0.2,-4.0625,2.0,2.0,1.4,1.875,1.444,1.6669999999999998,1.2,2.0625,-1.222,-0.333,0.0,-0.625,0.111,-1.3330000000000002,-0.6,-1.0,0.383,0.374,0.416,0.398,0.458,0.482
win,55993,2013,11,ATL,0.813,0.75,TB,0.438,0.375,1,2-7-0,0.222,0.0,1-8-0,0.111,0.2,-0.2,-7.0,-6.0,-7.4,-0.3125,-7.222,-20.333,-11.0,7.5,1.222,0.667,0.8,1.4375,1.778,3.0,2.2,1.125,0.333,0.667,0.4,0.1875,-0.889,-2.0,-1.4,0.8125,0.363,0.35600000000000004,0.353,0.407,0.378,0.393
win,55994,2013,11,KC,0.125,0.125,DEN,0.813,0.875,1,9-0-0,1.0,1.0,8-1-0,0.889,1.0,0.6000000000000001,14.778,8.667,9.0,12.0,11.556,5.667000000000002,8.6,-13.375,2.0,2.667,2.6,1.5625,0.889,0.667,1.0,2.3125,-0.222,-0.667,-0.6,-0.0625,1.6669999999999998,1.0,1.2,-1.5,0.5,0.34,0.45,0.348,0.408,0.319
win,55995,2013,11,SF,0.7190000000000001,0.625,NO,0.438,0.5,0,6-3-0,0.667,0.75,7-2-0,0.778,1.0,-1.0,11.333,14.667,9.8,0.4375,8.0,15.0,17.6,7.75,1.111,1.0,1.0,1.5,1.556,1.0,1.0,1.0,0.556,0.0,0.0,0.125,0.444,0.667,1.6,0.5625,0.449,0.4970000000000001,0.444,0.375,0.44,0.394
win,55996,2013,11,MIN,0.625,0.375,SEA,0.688,1.0,0,2-7-0,0.222,0.0,9-1-0,0.9,1.0,1.0,10.6,10.333,10.0,10.4375,-6.556,-3.333,-10.2,1.9375,1.5,1.0,1.4,1.125,2.0,1.0,1.6,1.4375,0.7,0.0,0.0,0.75,-0.444,-0.667,-1.2,-0.0625,0.397,0.483,0.483,0.392,0.412,0.411
win,55997,2013,11,GB,0.688,0.5,NYG,0.563,0.75,0,5-4-0,0.556,0.5,3-6-0,0.333,0.5,0.334,-8.667,9.333,1.4,5.3125,3.667,-2.667,2.4,6.0625,3.111,1.6669999999999998,2.4,1.3125,1.3330000000000002,1.0,1.0,1.0,-1.444,1.0,-0.8,0.875,-0.444,-0.667,-0.4,0.4375,0.363,0.43,0.462,0.412,0.424,0.4320000000000001
win,55998,2013,11,NE,0.75,0.75,CAR,0.438,0.375,0,7-2-0,0.778,0.5,6-3-0,0.667,0.75,0.0,11.0,14.333,16.6,-0.375,6.556,10.333,5.4,14.125,1.444,1.3330000000000002,0.8,1.3125,1.111,1.0,1.2,1.0,0.889,1.0,1.6,0.125,1.0,1.3330000000000002,1.0,1.5625,0.454,0.467,0.441,0.336,0.289,0.256
loss,55999,2013,12,NO,0.438,0.375,ATL,0.813,0.875,1,8-2-0,0.8,0.5,2-8-0,0.2,0.4,-0.6000000000000001,-7.8,-20.0,-13.2,7.5,10.5,9.667,8.8,0.4375,1.9,2.667,2.6,1.125,1.3,2.0,1.6,1.5,-1.1,-2.0,-1.8,0.8125,0.3,-1.6669999999999998,-0.6,0.125,0.38,0.292,0.322,0.447,0.484,0.455
win,56000,2013,12,NYJ,0.375,0.375,BAL,0.625,0.75,0,5-5-0,0.5,0.2,4-6-0,0.4,0.75,1.0,-0.4,-2.0,-2.2,3.375,-8.5,-19.0,-13.4,-5.875,1.8,2.333,1.6,1.0,2.1,2.0,1.8,2.3125,-0.5,-1.0,-0.2,0.5625,-1.5,-1.0,-1.0,-0.875,0.364,0.35700000000000004,0.343,0.36,0.289,0.333
loss,56001,2013,12,PIT,0.5,0.375,CLE,0.313,0.5,1,4-6-0,0.4,0.2,4-6-0,0.4,0.6,-0.6000000000000001,-4.6,-7.0,-10.6,-4.125,-2.9,-0.333,-0.2,1.375,1.6,2.0,1.8,1.625,1.8,1.3330000000000002,1.4,1.875,-0.3,-0.667,-0.8,0.1875,-0.8,0.333,0.2,-0.625,0.314,0.246,0.297,0.382,0.41,0.416
loss,56002,2013,12,TB,0.438,0.5,DET,0.25,0.25,0,2-8-0,0.2,0.0,6-4-0,0.6,0.75,1.0,1.2,-2.333,0.8,-4.0625,-5.0,4.333,-2.6,-0.3125,1.6,2.667,1.8,2.0625,1.1,0.333,0.6,1.4375,-0.2,-2.333,-1.2,-1.0,0.6,2.0,1.0,0.1875,0.395,0.355,0.464,0.354,0.35200000000000004,0.327
tie,56003,2013,12,MIN,0.625,0.375,GB,0.688,0.875,1,2-8-0,0.2,0.0,5-5-0,0.5,0.6,0.6659999999999999,1.9,-11.667,-0.8,6.0625,-8.0,-6.0,-9.4,1.9375,1.5,2.0,1.2,1.0,2.2,2.333,2.0,1.4375,-0.6,-1.3330000000000002,-0.6,0.4375,-0.8,-2.0,-1.6,-0.0625,0.396,0.266,0.412,0.388,0.447,0.396
loss,56004,2013,12,JAC,0.125,0.125,HOU,0.75,0.75,1,1-9-0,0.1,0.2,2-8-0,0.2,0.2,0.6000000000000001,-8.3,-3.667,-7.4,5.3125,-18.9,-14.333,-15.4,-11.8125,1.9,1.0,1.6,1.0625,1.9,1.6669999999999998,1.6,1.5625,-1.1,0.0,-0.6,0.75,-0.7,0.0,0.0,-0.125,0.344,0.31,0.329,0.27,0.226,0.262
loss,56005,2013,12,SD,0.438,0.5,KC,0.125,0.125,1,4-6-0,0.4,0.333,9-1-0,0.9,1.0,-0.6000000000000001,9.4,2.0,4.8,-13.375,0.6,-6.0,2.0,0.0,0.9,0.333,0.8,2.3125,1.3,1.0,0.6,1.625,1.5,1.3330000000000002,1.0,-1.5,-0.5,0.0,0.4,0.125,0.344,0.355,0.364,0.45,0.378,0.444
loss,56006,2013,12,CAR,0.438,0.5,MIA,0.438,0.625,0,7-3-0,0.7,0.6,5-5-0,0.5,0.6,0.0,-1.2,1.0,-1.8,-1.8125,10.3,9.667,12.4,-0.375,1.7,1.0,1.8,1.625,1.3,1.3330000000000002,0.8,1.3125,0.0,1.0,-0.2,-0.625,1.0,1.3330000000000002,1.6,0.125,0.348,0.249,0.29,0.481,0.57,0.47
win,56007,2013,12,CHI,0.625,0.625,STL,0.469,0.5,0,6-4-0,0.6,0.5,4-6-0,0.4,0.4,-1.0,-1.0,6.0,5.6,-3.0625,1.5,2.667,2.0,6.125,1.4,1.6669999999999998,1.6,1.375,1.2,0.333,0.4,1.5,0.5,0.667,0.6,-0.0625,1.0,1.0,1.2,1.25,0.34,0.403,0.389,0.375,0.409,0.386
win,56008,2013,12,IND,0.688,0.5,ARI,0.313,0.5,0,7-3-0,0.7,0.8,6-4-0,0.6,0.8,0.0,0.2,10.0,1.2,-6.6875,3.2,-8.0,-5.6,-1.875,2.1,1.3330000000000002,2.0,2.125,1.1,1.6669999999999998,1.4,1.6875,0.1,1.0,0.2,-0.0625,0.4,-1.0,-0.4,-0.75,0.304,0.304,0.326,0.396,0.312,0.28600000000000003
loss,56009,2013,12,TEN,0.375,0.25,OAK,0.25,0.375,0,4-6-0,0.4,0.5,4-6-0,0.4,0.6,0.0,-5.2,-9.333,-8.4,-9.5625,0.1,0.667,-3.8,-8.8125,1.5,1.3330000000000002,2.0,1.625,1.4,2.333,2.2,1.75,0.1,0.333,-0.4,-0.5,0.3,-1.0,-1.0,-0.25,0.327,0.259,0.28,0.429,0.561,0.475
loss,56010,2013,12,DAL,0.5,0.5,NYG,0.563,0.75,1,5-5-0,0.5,0.2,4-6-0,0.4,0.6,0.2,-6.4,8.667,7.2,5.3125,1.6,-9.667,0.0,-1.5,2.9,1.6669999999999998,1.8,1.3125,1.1,0.333,0.8,1.8125,-1.1,1.0,0.4,0.875,1.1,2.0,1.6,-0.8125,0.355,0.402,0.442,0.338,0.196,0.264
win,56011,2013,12,DEN,0.813,0.75,NE,0.75,0.75,0,9-1-0,0.9,0.75,7-3-0,0.7,1.0,0.5,5.5,10.0,6.0,14.125,14.3,14.0,10.4,12.0,1.2,1.3330000000000002,1.2,1.0,1.9,2.0,2.4,1.5625,0.7,0.667,0.6,1.5625,-0.2,0.0,-0.6,-0.0625,0.35200000000000004,0.428,0.34,0.487,0.361,0.387
loss,56012,2013,12,SF,0.7190000000000001,0.625,WAS,0.625,0.625,0,6-4-0,0.6,0.6,3-7-0,0.3,0.5,-1.0,-6.5,-3.0,-5.8,3.0,6.9,9.333,10.8,7.75,1.8,1.0,1.8,0.875,1.5,1.3330000000000002,1.2,1.0,-0.3,0.0,-0.2,1.0625,0.6,0.667,1.2,0.5625,0.446,0.58,0.541,0.377,0.407,0.401
win,56013,2013,13,GB,0.688,0.5,DET,0.25,0.25,1,5-5-1,0.5,0.4,6-5-0,0.545,0.6,-1.0,0.818,-3.667,-2.6,-4.0625,1.727,-9.333,-4.4,6.0625,1.909,3.0,2.6,2.0625,1.364,1.6669999999999998,1.2,1.0,-0.636,-2.667,-2.4,-1.0,-0.455,-0.667,-0.6,0.4375,0.408,0.442,0.456,0.377,0.292,0.342
win,56014,2013,13,OAK,0.25,0.125,DAL,0.5,0.5,0,4-7-0,0.364,0.2,6-5-0,0.545,0.8,0.0,1.727,-8.333,-2.4,-1.5,-5.091,-1.0,-5.8,-9.5625,1.091,0.667,0.8,1.8125,1.545,1.3330000000000002,1.8,1.625,1.0,0.667,1.4,-0.8125,-0.091,0.333,-0.4,-0.5,0.34,0.24,0.253,0.325,0.248,0.287
win,56015,2013,13,PIT,0.5,0.375,BAL,0.625,0.75,1,5-6-0,0.455,0.333,5-6-0,0.455,0.8,0.2,1.091,5.332999999999998,1.4,3.375,-1.182,13.0,2.4,1.375,1.727,2.0,1.6,1.0,1.636,0.333,1.2,1.875,-0.273,0.0,0.0,0.5625,-0.364,2.333,1.2,-0.625,0.35200000000000004,0.28800000000000003,0.36,0.373,0.377,0.35700000000000004
win,56016,2013,13,TB,0.438,0.5,CAR,0.438,0.375,1,3-8-0,0.273,0.2,8-3-0,0.727,0.8,0.2,9.727,3.0,10.2,-0.375,-4.273,6.332999999999998,-0.4,-0.3125,1.273,1.0,1.0,1.3125,1.0,0.333,0.4,1.4375,0.909,0.667,1.0,0.125,1.0,2.667,2.0,0.1875,0.47,0.4970000000000001,0.496,0.348,0.27,0.326
loss,56017,2013,13,JAC,0.125,0.125,CLE,0.313,0.5,0,2-9-0,0.182,0.333,4-7-0,0.364,0.5,1.0,-5.636,-10.333,-11.0,-4.125,-16.545,-1.3330000000000002,-10.8,-11.8125,1.818,3.0,2.2,1.625,1.727,1.3330000000000002,1.2,1.5625,-0.636,-1.6669999999999998,-1.4,0.1875,-0.545,0.333,0.0,-0.125,0.317,0.281,0.29600000000000004,0.28300000000000003,0.268,0.273
win,56018,2013,13,TEN,0.375,0.25,IND,0.688,0.875,1,5-6-0,0.455,0.6,7-4-0,0.636,0.6,0.6000000000000001,0.273,-18.667,-9.4,-1.875,0.455,-0.333,-1.6,-8.8125,1.091,2.0,1.4,1.6875,1.273,1.6669999999999998,1.8,1.75,0.273,-1.3330000000000002,-0.4,-0.75,0.455,-0.333,-0.6,-0.25,0.395,0.338,0.32299999999999995,0.441,0.552,0.519
loss,56019,2013,13,DEN,0.813,0.75,KC,0.125,0.125,1,9-2-0,0.818,0.6,9-2-0,0.818,0.833,-0.6000000000000001,8.273,-1.0,0.8,-13.375,12.727,5.0,6.6,12.0,1.0,1.0,1.0,2.3125,2.091,2.0,2.6,1.5625,1.182,0.333,0.2,-1.5,-0.273,-0.667,-0.6,-0.0625,0.343,0.29100000000000004,0.373,0.488,0.417,0.379
win,56020,2013,13,CHI,0.625,0.625,MIN,0.625,0.875,1,6-5-0,0.545,0.4,2-8-1,0.227,0.4,-0.6000000000000001,-7.273,-4.667,-6.2,1.9375,-0.545,-6.667000000000002,-3.4,6.125,2.091,2.0,1.6,1.4375,1.364,1.3330000000000002,1.0,1.5,-0.818,-2.0,-1.4,-0.0625,0.636,-0.333,0.0,1.25,0.387,0.444,0.393,0.396,0.466,0.415
loss,56021,2013,13,MIA,0.438,0.25,NYJ,0.375,0.375,1,5-6-0,0.455,0.4,5-6-0,0.455,0.8,0.2,-9.182,-11.0,-14.0,-5.875,-1.455,-1.0,-2.2,-1.8125,2.182,2.333,2.0,2.3125,1.636,1.0,1.4,1.625,-1.545,-1.3330000000000002,-1.0,-0.875,0.0,0.0,0.2,-0.625,0.335,0.184,0.295,0.339,0.261,0.294
win,56022,2013,13,ARI,0.313,0.125,PHI,0.25,0.25,0,7-4-0,0.636,0.4,6-5-0,0.545,0.2,-1.0,1.455,17.0,5.8,-10.25,2.818,15.0,9.4,-6.6875,1.455,0.333,1.4,2.3125,1.909,1.0,1.2,2.125,0.273,1.6669999999999998,0.4,-1.5,0.182,0.333,0.8,-0.0625,0.385,0.35700000000000004,0.309,0.322,0.371,0.349
loss,56023,2013,13,ATL,0.813,0.75,BUF,0.375,0.5,0,2-9-0,0.182,0.0,4-7-0,0.364,0.5,0.0,-3.364,0.0,-3.2,-5.6875,-7.455,-13.333,-15.6,7.5,1.545,1.3330000000000002,1.6,2.125,1.818,1.6669999999999998,2.6,1.125,0.273,0.333,0.0,-0.8125,-1.091,-1.6669999999999998,-2.0,0.8125,0.348,0.314,0.36,0.391,0.325,0.355
win,56024,2013,13,STL,0.469,0.438,SF,0.7190000000000001,0.813,1,5-6-0,0.455,0.4,7-4-0,0.636,0.6,0.4,8.182,5.667000000000002,12.6,7.75,1.0,14.667,4.8,-3.0625,1.455,1.3330000000000002,1.0,1.0,1.273,1.0,1.6,1.375,0.545,0.667,0.8,0.5625,0.727,2.333,0.4,-0.0625,0.369,0.28,0.401,0.345,0.417,0.383
loss,56025,2013,13,NE,0.75,0.75,HOU,0.75,0.75,0,8-3-0,0.727,0.4,2-9-0,0.182,0.16699999999999998,-1.0,-8.182,-5.0,-3.8,5.3125,5.273,7.667000000000002,6.0,14.125,1.818,1.3330000000000002,1.0,1.0625,1.364,2.0,1.6,1.0,-1.091,-0.333,0.0,0.75,0.727,0.333,0.6,1.5625,0.337,0.256,0.306,0.359,0.504,0.359
loss,56026,2013,13,CIN,0.625,0.75,SD,0.438,0.375,0,7-4-0,0.636,0.333,5-6-0,0.455,0.5,0.0,0.818,-3.0,0.6,0.0,6.273,5.332999999999998,11.8,4.4375,1.182,0.333,0.6,1.625,2.0,3.0,2.0,1.625,-0.273,1.0,0.6,0.125,-0.182,-0.333,0.0,0.25,0.451,0.423,0.4370000000000001,0.388,0.278,0.35600000000000004
loss,56027,2013,13,NYG,0.563,0.375,WAS,0.625,0.625,1,4-7-0,0.364,0.2,3-8-0,0.273,0.4,0.2,-7.818,-12.0,-10.8,3.0,-6.091,5.0,7.8,5.3125,1.727,1.0,1.8,0.875,2.727,1.6669999999999998,1.4,1.3125,-0.273,-0.333,-0.2,1.0625,-1.0,0.333,1.0,0.875,0.429,0.434,0.487,0.34600000000000003,0.345,0.365
win,56028,2013,13,NO,0.438,0.375,SEA,0.688,1.0,0,9-2-0,0.818,0.6,10-1-0,0.909,1.0,1.0,11.545,15.667,12.8,10.4375,9.909,13.0,10.2,0.4375,1.364,1.0,1.0,1.125,1.182,1.3330000000000002,1.2,1.5,1.0,0.667,0.8,0.75,0.364,-0.667,-0.2,0.125,0.394,0.544,0.479,0.455,0.5720000000000001,0.491
win,56029,2013,14,HOU,0.75,0.75,JAC,0.125,0.125,1,2-10-0,0.16699999999999998,0.2,3-9-0,0.25,0.0,-0.6000000000000001,-14.833,-0.667,-6.4,-11.8125,-7.75,-5.0,-4.2,5.3125,1.6669999999999998,1.0,1.2,1.5625,1.75,1.3330000000000002,1.0,1.0625,-0.333,0.333,0.6,-0.125,-1.0,-1.0,-0.2,0.75,0.29600000000000004,0.331,0.306,0.34700000000000003,0.282,0.33
win,56030,2013,14,MIN,0.625,0.375,BAL,0.625,0.75,0,3-8-1,0.292,0.083,6-6-0,0.5,0.833,0.0,1.167,5.0,2.4,3.375,-6.417000000000002,-6.0,-3.0,1.9375,1.5830000000000002,1.0,1.6,1.0,2.0,2.0,1.8,1.4375,-0.25,0.0,-0.2,0.5625,-0.75,-1.6669999999999998,-1.4,-0.0625,0.3720000000000001,0.421,0.378,0.374,0.322,0.39
win,56031,2013,14,IND,0.688,0.5,CIN,0.625,0.5,0,8-4-0,0.667,0.667,8-4-0,0.667,1.0,1.0,6.332999999999998,8.333,12.6,4.4375,0.917,-6.0,-9.0,-1.875,2.0,2.333,2.4,1.625,1.083,0.667,1.4,1.6875,-0.083,1.0,0.2,0.25,0.5,1.0,-0.2,-0.75,0.397,0.278,0.376,0.38,0.354,0.307
